Name,Total Real Load,Total Reactive Load,kV,Latitude,Longitude,Connection Node
p3uhs20_1247,29112441.07700066,5913919.2049949085,69.0,30.190846428939864,-97.89800525176577,p3uhs20_69
p3uhs16_1247,12050547.267999968,2484062.384061625,69.0,30.279958552661626,-97.87237124496636,p3uhs16_69
p3uhs21_1247,21785098.097000126,4493974.054692717,69.0,30.249443959356192,-97.83346119066105,p3uhs21_69
p3uhs7_1247,22788024.5030002,4636481.905740188,69.0,30.273589201253664,-97.82058248249471,p3uhs7_69
p3uhs19_1247,17845658.908999633,3655286.711514624,69.0,30.21512199555843,-97.88534282516619,p3uhs19_69
p3uhs22_1247,16688117.060999518,3529840.173694859,69.0,30.228888547038387,-97.87071202257064,p3uhs22_69
p3uhs3_1247,31811709.40200076,6523409.919548819,69.0,30.22789930148564,-97.85282348066058,p3uhs3_69
p3uhs11_1247,18438528.429000013,3775803.610688825,69.0,30.22488514293909,-97.80862796685206,p3uhs11_69
p3uhs13_1247,39646767.664000735,8091936.826352714,69.0,30.20622511415597,-97.80786501984645,p3uhs13_69
p3uhs4_1247,37734383.95800057,8213287.645062692,69.0,30.21711547572081,-97.77545162773424,p3uhs4_69
p3uhs14_1247,40097219.40400078,8168419.679441674,69.0,30.204685698063372,-97.84181784499486,p3uhs14_69
p3uhs10_1247,32856837.5640011,6733447.447124167,69.0,30.162214033396047,-97.85492678999796,p3uhs10_69
p3uhs15_1247,47766290.11799976,9799490.260431184,69.0,30.178893466878034,-97.83446666230564,p3uhs15_69
p3uhs23_1247,26527624.652000245,5527807.346196466,69.0,30.142435265520586,-97.82750775107657,p3uhs23_69
p3uhs6_1247,38333240.28400087,7915348.957865979,69.0,30.19912438644546,-97.7892680827335,p3uhs6_69
p3uhs12_1247,34073501.13000108,7054197.024108618,69.0,30.17315617679008,-97.79872682057606,p3uhs12_69
p3uhs1_1247,17977429.282999806,3976609.2868383136,69.0,30.196488885546923,-97.73678911561892,p3uhs1_69
p3uhs24_1247,28867074.98400072,5966878.546628263,69.0,30.178454967781946,-97.75837081937073,p3uhs24_69
p3uhs2_1247,52946219.39300014,12518947.804189814,69.0,30.20137869185536,-97.7477009943462,p3uhs2_69
p3uhs25_1247,13159769.554999866,2717131.6025619144,69.0,30.14598010094029,-97.78362546085951,p3uhs25_69
p3uhs26_1247,19785886.83599991,4043001.415483772,69.0,30.15236881705576,-97.74179893521686,p3uhs26_69
p3uhs9_1247,7230410.780999998,2014326.9416806253,69.0,30.175022756616997,-97.70573709395408,p3uhs9_69
p3uhs27_1247,1017239.8130000043,213258.47295962102,69.0,30.06884318486547,-97.69137970117214,p3uhs27_69
p3uhs28_1247,543735.4049999996,114067.50488642075,69.0,30.064412758497852,-97.66510612740556,p3uhs28_69
p1uhs19_1247,20056949.428999912,4097505.272311918,69.0,30.43390979813144,-97.79578522299386,p1uhs19_69
p1uhs0_1247,38927462.32100061,7954440.398283755,69.0,30.420128343380902,-97.71258004500788,p1uhs0_69
p1uhs5_1247,33828342.26400135,6977807.4946267735,69.0,30.420704132078146,-97.76967016481328,p1uhs5_69
p1uhs10_1247,32961165.811000343,6993913.198680739,69.0,30.427178761951104,-97.74368074725224,p1uhs10_69
p1uhs3_1247,12420861.28599994,2614318.828933324,69.0,30.42429051036184,-97.74001308272108,p1uhs3_69
p1uhs14_1247,26828896.855000567,5531412.479995258,69.0,30.406830608862556,-97.74769650795878,p1uhs14_69
p1uhs17_1247,22337452.388,4540559.2103662165,69.0,30.398253129930378,-97.76132511649945,p1uhs17_69
p1uhs1_1247,29809149.84000055,7145906.720746557,69.0,30.45921215729832,-97.68234614871778,p1uhs1_69
p1uhs20_1247,36928998.34400121,7600198.754678722,69.0,30.468896597281656,-97.63804170194284,p1uhs20_69
p1uhs8_1247,33024253.53700096,7416436.232144983,69.0,30.45074110717989,-97.65436609553689,p1uhs8_69
p1uhs21_1247,21993759.524000026,4536125.477070253,69.0,30.48561813239943,-97.58027253273953,p1uhs21_69
p1uhs16_1247,27124342.625000924,5557353.55777196,69.0,30.462126004612475,-97.58175499932273,p1uhs16_69
p1uhs12_1247,43297915.63599912,8902579.158169083,69.0,30.442280850389608,-97.61795076839356,p1uhs12_69
p1uhs2_1247,39781432.58000005,9149343.699214414,69.0,30.433477769226094,-97.676535881482,p1uhs2_69
p1uhs6_1247,24535872.507000502,5036533.420903383,69.0,30.42830158573892,-97.68990115968259,p1uhs6_69
p1uhs9_1247,53269034.48199903,11799295.847823385,69.0,30.39618967057572,-97.66532572626605,p1uhs9_69
p1uhs15_1247,30676271.61800098,6961660.049136592,69.0,30.393796687199828,-97.69754613727457,p1uhs15_69
p1uhs11_1247,25066245.521000106,6761878.444498944,69.0,30.381760696702102,-97.7233636635652,p1uhs11_69
p1uhs4_1247,23560444.89100053,5510436.872819853,69.0,30.380282994594374,-97.70981758144168,p1uhs4_69
p1uhs7_1247,22763955.098000284,4874009.863210087,69.0,30.376900807718496,-97.68846561004412,p1uhs7_69
p1uhs22_1247,28990617.142000783,6205671.261317598,69.0,30.37151515899585,-97.68047064383444,p1uhs22_69
p1uhs13_1247,13879989.001999952,3131887.670654804,69.0,30.388932619159924,-97.63629709887924,p1uhs13_69
p1uhs23_1247,7629206.629000165,1558558.5030822088,69.0,30.36828449759824,-97.64484212992295,p1uhs23_69
p1uhs18_1247,23477883.537000164,4826480.831013728,69.0,30.42318300020434,-97.63507363711979,p1uhs18_69
p1uhs24_1247,6101370.6,2003987.7639398144,69.0,30.377801399045683,-97.63883249675119,p1uhs24_69
p1rhs4_1247,13105010.19599996,2895710.7467858735,69.0,30.40075221653744,-98.07068477423356,p1rhs4_69
p1rhs1_1247,9025159.396000052,1990968.093023317,69.0,30.54637625506676,-97.92147999528095,p1rhs1_69
p1rhs7_1247,9168777.624000028,2007578.1556927091,69.0,30.47370146337616,-97.5060060431858,p1rhs7_69
p1rhs2_1247,12925516.746999916,2821538.711080569,69.0,30.364095596358062,-97.51150975544222,p1rhs2_69
p1rhs0_1247,5210501.5649999725,1168721.3339944305,69.0,30.387945153844353,-97.42273957441463,p1rhs0_69
p1rhs6_1247,7722937.147000125,1661973.6120403274,69.0,30.280896770814234,-97.46312832838444,p1rhs6_69
p1rhs5_1247,13421493.931999875,3015740.3820996173,69.0,30.213756688997996,-97.56533431483908,p1rhs5_69
p1rhs3_1247,23780791.23399996,5122595.311217065,69.0,30.103685877726946,-97.70462753648226,p1rhs3_69
p4uhs3_1247,10842447.86500004,2225529.970606143,69.0,30.552238236974407,-97.93429816160489,p4uhs3_69
p4uhs0_1247,31186188.73200065,6553197.293441943,69.0,30.34948568699389,-97.97427719496771,p4uhs0_69
p4uhs4_1247,10658634.967000017,2239565.500228425,69.0,30.4344659916005,-98.06788510534138,p4uhs4_69
p4uhs6_1247,11518205.228000013,2425122.7333202483,69.0,30.479002990076623,-97.9087712951886,p4uhs6_69
p4uhs5_1247,22008618.73900019,4606122.483303133,69.0,30.45191247647153,-97.9943461506412,p4uhs5_69
p4uhs7_1247,14617665.424999965,3033950.145401263,69.0,30.442122314175176,-97.93076121531912,p4uhs7_69
p4uhs8_1247,21231882.52799993,4333060.986034948,69.0,30.46632793400504,-97.84885097786,p4uhs8_69
p4uhs9_1247,27879167.64400043,5758720.472216796,69.0,30.43618203790895,-97.82291672682123,p4uhs9_69
p4uhs10_1247,15937258.880999787,3287419.744356118,69.0,30.39242274240768,-98.02881031633363,p4uhs10_69
p4uhs11_1247,4671916.247999966,973987.5308075058,69.0,30.394601881582123,-98.06762086115648,p4uhs11_69
p4uhs12_1247,15027308.141999815,3101349.165839802,69.0,30.387947030405602,-97.98962235556351,p4uhs12_69
p4uhs2_1247,19332372.73900002,4101402.4959394312,69.0,30.395376169058466,-97.93352742141322,p4uhs2_69
p4uhs13_1247,19728884.788999915,4054582.5678706057,69.0,30.37377630379828,-97.97213586764649,p4uhs13_69
p4uhs14_1247,11900554.709999958,2445870.496374376,69.0,30.37875688140737,-97.92587214995469,p4uhs14_69
p4uhs15_1247,10530724.042999947,2169093.903326113,69.0,30.33269459680047,-97.98809076859379,p4uhs15_69
p4uhs17_1247,19639044.585999884,4053610.223318471,69.0,30.31992508930749,-97.91347775051064,p4uhs17_69
p4uhs18_1247,16257809.622999916,3389686.7416867423,69.0,30.29828317776034,-97.93524020812667,p4uhs18_69
p4uhs19_1247,21328772.575000163,4443725.485978266,69.0,30.39076430735115,-97.84817455302368,p4uhs19_69
p4uhs20_1247,27298752.351000514,5559395.840838922,69.0,30.37038850587683,-97.89578025546362,p4uhs20_69
p4uhs1_1247,23366712.23800025,4792346.19792745,69.0,30.342092587069803,-97.86292443946728,p4uhs1_69
p4uhs16_1247,7216101.666000049,1499932.2902671618,69.0,30.289087165077014,-98.02241578578213,p4uhs16_69
p5uhs16_1247,25560528.07220024,5283105.518987697,69.0,30.291952914352212,-97.76823743311505,p5uhs16_69
p5uhs0_1247,28145432.14749936,6558822.139081139,69.0,30.278195574079174,-97.72014076285284,p5uhs0_69
p5uhs2_1247,26352811.54250011,5463480.773220612,69.0,30.28416420330309,-97.75539794339927,p5uhs2_69
p5uhs6_1247,43154802.28489979,10430176.224811673,69.0,30.2948488907794,-97.7397813301428,p5uhs6_69
p5uhs1_1247,47795024.88250011,10350440.649405736,69.0,30.275521413106883,-97.74411287886521,p5uhs1_69
p5uhs5_1247,48559267.69269827,10332435.607670428,69.0,30.252633644495077,-97.75498429295273,p5uhs5_69
p5uhs3_1247,79208544.1486997,16777772.52922444,69.0,30.26807582611316,-97.739102346758,p5uhs3_69
p5uhs9_1247,32298715.65600049,6614805.936732005,69.0,30.23616641141518,-97.72626465716404,p5uhs9_69
p5uhs4_1247,38334033.27209973,8354720.139938695,69.0,30.294534991598937,-97.72841464483636,p5uhs4_69
p5uhs26_1247,28504072.26989976,5978780.506376307,69.0,30.282584380723485,-97.70062529196147,p5uhs26_69
p5uhs7_1247,35881145.26429912,7785712.686363663,69.0,30.258823996585136,-97.71786857291977,p5uhs7_69
p5uhs25_1247,20178164.536000088,4109384.1401581885,69.0,30.264605696343107,-97.78596965077207,p5uhs25_69
p5uhs19_1247,42767275.50099868,8930993.223664166,69.0,30.31590447194396,-97.71883747785569,p5uhs19_69
p5uhs27_1247,22023659.60800028,4497504.206906593,69.0,30.372454970886174,-97.79498085994595,p5uhs27_69
p5uhs15_1247,30650759.57700057,6294770.827205366,69.0,30.377746659454946,-97.75880704124742,p5uhs15_69
p5uhs11_1247,27067417.36600019,5538619.012788345,69.0,30.302611278608012,-97.8348065687524,p5uhs11_69
p5uhs28_1247,39412537.39799954,8017287.629245818,69.0,30.34758380628216,-97.77339622520081,p5uhs28_69
p5uhs24_1247,21665623.120000247,4476424.735274758,69.0,30.328771728342318,-97.80542092515431,p5uhs24_69
p5uhs13_1247,13775002.212999858,2829229.7756327786,69.0,30.328387389323286,-97.76125000251058,p5uhs13_69
p5uhs10_1247,11633526.529999938,2379208.4544449537,69.0,30.367871196310247,-97.75729194836454,p5uhs10_69
p5uhs17_1247,46115747.88200003,9687772.93332407,69.0,30.355244902930107,-97.72755495349149,p5uhs17_69
p5uhs14_1247,23410899.930000193,4769808.121441126,69.0,30.352745812698718,-97.74576712323359,p5uhs14_69
p5uhs18_1247,39296447.06499988,8180724.163409323,69.0,30.326948423137303,-97.74375742635277,p5uhs18_69
p5uhs12_1247,24057555.904000226,5119032.8864170965,69.0,30.290968997359446,-97.7950716032518,p5uhs12_69
p5uhs20_1247,14016996.203999955,3258123.0951721487,69.0,30.317669965188475,-97.76331360991794,p5uhs20_69
p5uhs21_1247,41590055.99300017,9036421.545128286,69.0,30.35988552593998,-97.7068367825226,p5uhs21_69
p5uhs29_1247,22034725.43999997,4823598.886273797,69.0,30.32954208222757,-97.72003102111219,p5uhs29_69
p5uhs8_1247,40111128.57400016,8417216.61511652,69.0,30.33718374288053,-97.70563536780365,p5uhs8_69
p5uhs23_1247,26399545.623999964,6742124.751817727,69.0,30.34685237190399,-97.67662948571709,p5uhs23_69
p5uhs22_1247,37750653.76200062,7915898.613983148,69.0,30.3214933545607,-97.68298857417909,p5uhs22_69
p5uhs30_1247,20667785.613000005,4238085.888110829,69.0,30.304490227088472,-97.6833739905608,p5uhs30_69
