Node,Code,Phases,NomV_kV,Size_kVAr,Subest,Feeder,
P5UDT33481 ,P5UC14  ,3 ,12.47 ,600.00 ,P5UHS3_1247  ,P5UHS3_1247 -> P5UDT7453   ,
P5UMV78    ,P5UC15  ,3 ,12.47 ,600.00 ,P5UHS3_1247  ,P5UHS3_1247 -> P5UDT6002   ,
P5UMV14    ,P5UC16  ,3 ,12.47 ,600.00 ,P5UHS3_1247  ,P5UHS3_1247 -> P5UDT7453   ,
P5UDT33625 ,P5UC17  ,3 ,12.47 ,600.00 ,P5UHS3_1247  ,P5UHS3_1247 -> P5UDT6366   ,
P5UMV20    ,P5UC18  ,3 ,12.47 ,600.00 ,P5UHS3_1247  ,P5UHS3_1247 -> P5UDT6002   ,
P5UMV50    ,P5UC19  ,3 ,12.47 ,450.00 ,P5UHS3_1247  ,P5UHS3_1247 -> P5UDT7358   ,
P5UDT1454  ,P5UC20  ,3 ,12.47 ,450.00 ,P5UHS3_1247  ,P5UHS3_1247 -> P5UDT2481   ,
P5UMV25    ,P5UC21  ,3 ,12.47 ,600.00 ,P5UHS4_1247  ,P5UHS4_1247 -> P5UDT2507   ,
P5UDT5767  ,P5UC22  ,3 ,12.47 ,450.00 ,P5UHS4_1247  ,P5UHS4_1247 -> P5UDT2507   ,
P5UDT19922 ,P5UC23  ,3 ,12.47 ,450.00 ,P5UHS4_1247  ,P5UHS4_1247 -> P5UDT4324   ,
P5UMV80    ,P5UC24  ,3 ,12.47 ,450.00 ,P5UHS4_1247  ,P5UHS4_1247 -> P5UDT2507   ,
P5UDT1989  ,P5UC25  ,3 ,12.47 ,300.00 ,P5UHS4_1247  ,P5UHS4_1247 -> P5UDT2507   ,
P5UDT1253  ,P5UC26  ,3 ,12.47 ,600.00 ,P5UHS5_1247  ,P5UHS5_1247 -> P5UDT3577   ,
P5UDT14297 ,P5UC27  ,3 ,12.47 ,450.00 ,P5UHS5_1247  ,P5UHS5_1247 -> P5UDT2369   ,
P5UMV13    ,P5UC28  ,3 ,12.47 ,450.00 ,P5UHS5_1247  ,P5UHS5_1247 -> P5UDT4497   ,
P5UDT6007  ,P5UC29  ,3 ,12.47 ,450.00 ,P5UHS5_1247  ,P5UHS5_1247 -> P5UDT3577   ,
P5UDT3681  ,P5UC30  ,3 ,12.47 ,450.00 ,P5UHS5_1247  ,P5UHS5_1247 -> P5UDT4880   ,
P5UDT9757  ,P5UC31  ,3 ,12.47 ,450.00 ,P5UHS5_1247  ,P5UHS5_1247 -> P5UDT4497   ,
P5UDT7174  ,P5UC32  ,3 ,12.47 ,600.00 ,P5UHS6_1247  ,P5UHS6_1247 -> P5UDT8728   ,
P5UMV53    ,P5UC33  ,3 ,12.47 ,600.00 ,P5UHS6_1247  ,P5UHS6_1247 -> P5UDT8728   ,
P5UDT4676  ,P5UC34  ,3 ,12.47 ,600.00 ,P5UHS6_1247  ,P5UHS6_1247 -> P5UDT3745   ,
P5UDT7884  ,P5UC35  ,3 ,12.47 ,600.00 ,P5UHS6_1247  ,P5UHS6_1247 -> P5UDT8728   ,
P5UMV36    ,P5UC36  ,3 ,12.47 ,600.00 ,P5UHS6_1247  ,P5UHS6_1247 -> P5UDT7214   ,
P5UDT33395 ,P5UC37  ,3 ,12.47 ,450.00 ,P5UHS7_1247  ,P5UHS7_1247 -> P5UDT1899   ,
P5UDT3007  ,P5UC38  ,3 ,12.47 ,600.00 ,P5UHS7_1247  ,P5UHS7_1247 -> P5UDT2039   ,
P5UDT31709 ,P5UC39  ,3 ,12.47 ,450.00 ,P5UHS7_1247  ,P5UHS7_1247 -> P5UDT1899   ,
P5UDT4983  ,P5UC40  ,3 ,12.47 ,450.00 ,P5UHS7_1247  ,P5UHS7_1247 -> P5UDT2290   ,
P5UDT24767 ,P5UC41  ,3 ,12.47 ,450.00 ,P5UHS7_1247  ,P5UHS7_1247 -> P5UDT1899   ,
P5UDT19000 ,P5UC42  ,3 ,12.47 ,600.00 ,P5UHS8_1247  ,P5UHS8_1247 -> P5UDT24709  ,
P5UDT29662 ,P5UC43  ,3 ,12.47 ,450.00 ,P5UHS8_1247  ,P5UHS8_1247 -> P5UDT31669  ,
P5UDT21841 ,P5UC44  ,3 ,12.47 ,450.00 ,P5UHS8_1247  ,P5UHS8_1247 -> P5UDT24709  ,
P5UDT14792 ,P5UC45  ,3 ,12.47 ,450.00 ,P5UHS8_1247  ,P5UHS8_1247 -> P5UDT8308   ,
P5UDT16001 ,P5UC46  ,3 ,12.47 ,450.00 ,P5UHS8_1247  ,P5UHS8_1247 -> P5UDT31669  ,
P5UDT18119 ,P5UC47  ,3 ,12.47 ,450.00 ,P5UHS9_1247  ,P5UHS9_1247 -> P5UDT22915  ,
P5UDT16298 ,P5UC48  ,3 ,12.47 ,450.00 ,P5UHS9_1247  ,P5UHS9_1247 -> P5UDT20856  ,
P5UDT30159 ,P5UC49  ,3 ,12.47 ,450.00 ,P5UHS9_1247  ,P5UHS9_1247 -> P5UDT22915  ,
P5UDT9761  ,P5UC50  ,3 ,12.47 ,450.00 ,P5UHS9_1247  ,P5UHS9_1247 -> P5UDT20856  ,
P5UDT32831 ,P5UC51  ,3 ,12.47 ,300.00 ,P5UHS9_1247  ,P5UHS9_1247 -> P5UDT20856  ,
P5UDT20043 ,P5UC52  ,3 ,12.47 ,600.00 ,P5UHS10_1247 ,P5UHS10_1247 -> P5UDT14571 ,
P5UDT12908 ,P5UC53  ,3 ,12.47 ,450.00 ,P5UHS10_1247 ,P5UHS10_1247 -> P5UDT14571 ,
P5UDT11651 ,P5UC54  ,3 ,12.47 ,450.00 ,P5UHS11_1247 ,P5UHS11_1247 -> P5UDT31727 ,
P5UDT9548  ,P5UC55  ,3 ,12.47 ,300.00 ,P5UHS11_1247 ,P5UHS11_1247 -> P5UDT24796 ,
P5UDT18442 ,P5UC56  ,3 ,12.47 ,300.00 ,P5UHS11_1247 ,P5UHS11_1247 -> P5UDT27144 ,
P5UDT22793 ,P5UC57  ,3 ,12.47 ,300.00 ,P5UHS11_1247 ,P5UHS11_1247 -> P5UDT19826 ,
P5UDT28259 ,P5UC58  ,3 ,12.47 ,300.00 ,P5UHS11_1247 ,P5UHS11_1247 -> P5UDT24796 ,
P5UDT28084 ,P5UC59  ,3 ,12.47 ,300.00 ,P5UHS11_1247 ,P5UHS11_1247 -> P5UDT19826 ,
P5UDT24439 ,P5UC60  ,3 ,12.47 ,300.00 ,P5UHS11_1247 ,P5UHS11_1247 -> P5UDT31727 ,
P5UDT10029 ,P5UC61  ,3 ,12.47 ,300.00 ,P5UHS11_1247 ,P5UHS11_1247 -> P5UDT24796 ,
P5UMV69    ,P5UC62  ,3 ,12.47 ,450.00 ,P5UHS12_1247 ,P5UHS12_1247 -> P5UDT23739 ,
P5UDT29781 ,P5UC63  ,3 ,12.47 ,450.00 ,P5UHS12_1247 ,P5UHS12_1247 -> P5UDT10697 ,
P5UDT22502 ,P5UC64  ,3 ,12.47 ,300.00 ,P5UHS12_1247 ,P5UHS12_1247 -> P5UDT26455 ,
P5UDT18578 ,P5UC65  ,3 ,12.47 ,450.00 ,P5UHS12_1247 ,P5UHS12_1247 -> P5UDT23739 ,
P5UDT15128 ,P5UC66  ,3 ,12.47 ,300.00 ,P5UHS12_1247 ,P5UHS12_1247 -> P5UDT10697 ,
P5UDT9624  ,P5UC67  ,3 ,12.47 ,300.00 ,P5UHS13_1247 ,P5UHS13_1247 -> P5UDT27754 ,
P5UDT15824 ,P5UC68  ,3 ,12.47 ,450.00 ,P5UHS13_1247 ,P5UHS13_1247 -> P5UDT27754 ,
P5UDT22474 ,P5UC69  ,3 ,12.47 ,450.00 ,P5UHS14_1247 ,P5UHS14_1247 -> P5UDT12053 ,
P5UDT25822 ,P5UC70  ,3 ,12.47 ,450.00 ,P5UHS14_1247 ,P5UHS14_1247 -> P5UDT30754 ,
P5UDT22973 ,P5UC71  ,3 ,12.47 ,450.00 ,P5UHS14_1247 ,P5UHS14_1247 -> P5UDT12053 ,
P5UDT29881 ,P5UC72  ,3 ,12.47 ,600.00 ,P5UHS15_1247 ,P5UHS15_1247 -> P5UDT17500 ,
P5UDT32886 ,P5UC73  ,3 ,12.47 ,450.00 ,P5UHS15_1247 ,P5UHS15_1247 -> P5UDT17500 ,
P5UMV108   ,P5UC74  ,3 ,12.47 ,450.00 ,P5UHS15_1247 ,P5UHS15_1247 -> P5UDT31571 ,
P5UDT9215  ,P5UC75  ,3 ,12.47 ,300.00 ,P5UHS16_1247 ,P5UHS16_1247 -> P5UDT385   ,
P5UDT6443  ,P5UC76  ,3 ,12.47 ,450.00 ,P5UHS16_1247 ,P5UHS16_1247 -> P5UDT746   ,
P5UDT5266  ,P5UC77  ,3 ,12.47 ,450.00 ,P5UHS16_1247 ,P5UHS16_1247 -> P5UDT385   ,
P5UDT31024 ,P5UC78  ,3 ,12.47 ,600.00 ,P5UHS17_1247 ,P5UHS17_1247 -> P5UDT28507 ,
P5UDT11752 ,P5UC79  ,3 ,12.47 ,600.00 ,P5UHS17_1247 ,P5UHS17_1247 -> P5UDT20156 ,
P5UMV76    ,P5UC80  ,3 ,12.47 ,450.00 ,P5UHS17_1247 ,P5UHS17_1247 -> P5UDT28507 ,
P5UDT16681 ,P5UC81  ,3 ,12.47 ,450.00 ,P5UHS17_1247 ,P5UHS17_1247 -> P5UDT20156 ,
P5UDT29429 ,P5UC82  ,3 ,12.47 ,300.00 ,P5UHS17_1247 ,P5UHS17_1247 -> P5UDT28507 ,
P5UDT10736 ,P5UC83  ,3 ,12.47 ,300.00 ,P5UHS17_1247 ,P5UHS17_1247 -> P5UDT28507 ,
P5UDT24666 ,P5UC84  ,3 ,12.47 ,600.00 ,P5UHS18_1247 ,P5UHS18_1247 -> P5UDT13853 ,
P5UDT13457 ,P5UC85  ,3 ,12.47 ,450.00 ,P5UHS18_1247 ,P5UHS18_1247 -> P5UDT13853 ,
P5UDT16242 ,P5UC86  ,3 ,12.47 ,450.00 ,P5UHS18_1247 ,P5UHS18_1247 -> P5UDT9682  ,
P5UDT10335 ,P5UC87  ,3 ,12.47 ,450.00 ,P5UHS18_1247 ,P5UHS18_1247 -> P5UDT29300 ,
P5UMV82    ,P5UC88  ,3 ,12.47 ,300.00 ,P5UHS18_1247 ,P5UHS18_1247 -> P5UDT29300 ,
P5UMV105   ,P5UC89  ,3 ,12.47 ,450.00 ,P5UHS19_1247 ,P5UHS19_1247 -> P5UDT22111 ,
P5UDT32219 ,P5UC90  ,3 ,12.47 ,450.00 ,P5UHS19_1247 ,P5UHS19_1247 -> P5UDT8885  ,
P5UMV57    ,P5UC91  ,3 ,12.47 ,450.00 ,P5UHS19_1247 ,P5UHS19_1247 -> P5UDT17094 ,
P5UDT28368 ,P5UC92  ,3 ,12.47 ,450.00 ,P5UHS19_1247 ,P5UHS19_1247 -> P5UDT8885  ,
P5UMV65    ,P5UC93  ,3 ,12.47 ,300.00 ,P5UHS19_1247 ,P5UHS19_1247 -> P5UDT22111 ,
P5UDT17420 ,P5UC94  ,3 ,12.47 ,300.00 ,P5UHS19_1247 ,P5UHS19_1247 -> P5UDT30268 ,
P5UDT15110 ,P5UC95  ,3 ,12.47 ,300.00 ,P5UHS20_1247 ,P5UHS20_1247 -> P5UDT30630 ,
P5UMV85    ,P5UC96  ,3 ,12.47 ,450.00 ,P5UHS20_1247 ,P5UHS20_1247 -> P5UDT30630 ,
P5UDT18899 ,P5UC97  ,3 ,12.47 ,300.00 ,P5UHS20_1247 ,P5UHS20_1247 -> P5UDT22271 ,
P5UDT18000 ,P5UC98  ,3 ,12.47 ,450.00 ,P5UHS21_1247 ,P5UHS21_1247 -> P5UDT30121 ,
P5UDT19540 ,P5UC99  ,3 ,12.47 ,450.00 ,P5UHS21_1247 ,P5UHS21_1247 -> P5UDT24017 ,
P5UDT18942 ,P5UC100 ,3 ,12.47 ,450.00 ,P5UHS21_1247 ,P5UHS21_1247 -> P5UDT30121 ,
P5UDT12206 ,P5UC101 ,3 ,12.47 ,450.00 ,P5UHS21_1247 ,P5UHS21_1247 -> P5UDT26112 ,
P5UMV92    ,P5UC102 ,3 ,12.47 ,450.00 ,P5UHS21_1247 ,P5UHS21_1247 -> P5UDT27230 ,
P5UDT18658 ,P5UC103 ,3 ,12.47 ,450.00 ,P5UHS21_1247 ,P5UHS21_1247 -> P5UDT24017 ,
P5UMV95    ,P5UC104 ,3 ,12.47 ,450.00 ,P5UHS22_1247 ,P5UHS22_1247 -> P5UDT18713 ,
P5UDT28217 ,P5UC105 ,3 ,12.47 ,450.00 ,P5UHS22_1247 ,P5UHS22_1247 -> P5UDT24944 ,
P5UDT28543 ,P5UC106 ,3 ,12.47 ,450.00 ,P5UHS22_1247 ,P5UHS22_1247 -> P5UDT12343 ,
P5UDT30141 ,P5UC107 ,3 ,12.47 ,450.00 ,P5UHS22_1247 ,P5UHS22_1247 -> P5UDT18713 ,
P5UDT11848 ,P5UC108 ,3 ,12.47 ,450.00 ,P5UHS22_1247 ,P5UHS22_1247 -> P5UDT24944 ,
P5UDT18677 ,P5UC109 ,3 ,12.47 ,450.00 ,P5UHS22_1247 ,P5UHS22_1247 -> P5UDT18713 ,
P5UDT19627 ,P5UC110 ,3 ,12.47 ,450.00 ,P5UHS23_1247 ,P5UHS23_1247 -> P5UDT23560 ,
P5UDT33112 ,P5UC111 ,3 ,12.47 ,450.00 ,P5UHS23_1247 ,P5UHS23_1247 -> P5UDT18043 ,
P5UDT33127 ,P5UC112 ,3 ,12.47 ,600.00 ,P5UHS23_1247 ,P5UHS23_1247 -> P5UDT18043 ,
P5UMV94    ,P5UC113 ,3 ,12.47 ,450.00 ,P5UHS23_1247 ,P5UHS23_1247 -> P5UDT23560 ,
P5UDT8313  ,P5UC114 ,3 ,12.47 ,450.00 ,P5UHS23_1247 ,P5UHS23_1247 -> P5UDT23560 ,
P5UDT31478 ,P5UC115 ,3 ,12.47 ,450.00 ,P5UHS24_1247 ,P5UHS24_1247 -> P5UDT18206 ,
P5UDT31337 ,P5UC116 ,3 ,12.47 ,450.00 ,P5UHS24_1247 ,P5UHS24_1247 -> P5UDT29597 ,
P5UDT20612 ,P5UC117 ,3 ,12.47 ,300.00 ,P5UHS24_1247 ,P5UHS24_1247 -> P5UDT16214 ,
P5UDT33199 ,P5UC118 ,3 ,12.47 ,300.00 ,P5UHS24_1247 ,P5UHS24_1247 -> P5UDT18206 ,
P5UDT12971 ,P5UC119 ,3 ,12.47 ,300.00 ,P5UHS24_1247 ,P5UHS24_1247 -> P5UDT29597 ,
P5UDT10214 ,P5UC120 ,3 ,12.47 ,300.00 ,P5UHS25_1247 ,P5UHS25_1247 -> P5UDT31077 ,
P5UMV100   ,P5UC121 ,3 ,12.47 ,300.00 ,P5UHS25_1247 ,P5UHS25_1247 -> P5UDT33477 ,
P5UMV68    ,P5UC122 ,3 ,12.47 ,300.00 ,P5UHS25_1247 ,P5UHS25_1247 -> P5UDT31077 ,
P5UDT30107 ,P5UC123 ,3 ,12.47 ,300.00 ,P5UHS25_1247 ,P5UHS25_1247 -> P5UDT33477 ,
P5UDT15536 ,P5UC124 ,3 ,12.47 ,300.00 ,P5UHS25_1247 ,P5UHS25_1247 -> P5UDT31077 ,
P5UDT25073 ,P5UC125 ,3 ,12.47 ,300.00 ,P5UHS25_1247 ,P5UHS25_1247 -> P5UDT33477 ,
P5UDT24553 ,P5UC126 ,3 ,12.47 ,450.00 ,P5UHS26_1247 ,P5UHS26_1247 -> P5UDT12371 ,
P5UDT24758 ,P5UC127 ,3 ,12.47 ,450.00 ,P5UHS26_1247 ,P5UHS26_1247 -> P5UDT12371 ,
P5UDT24093 ,P5UC128 ,3 ,12.47 ,450.00 ,P5UHS26_1247 ,P5UHS26_1247 -> P5UDT22654 ,
P5UDT22453 ,P5UC129 ,3 ,12.47 ,300.00 ,P5UHS27_1247 ,P5UHS27_1247 -> P5UDT23432 ,
P5UDT11922 ,P5UC130 ,3 ,12.47 ,450.00 ,P5UHS27_1247 ,P5UHS27_1247 -> P5UDT23432 ,
P5UDT17522 ,P5UC131 ,3 ,12.47 ,450.00 ,P5UHS27_1247 ,P5UHS27_1247 -> P5UDT23432 ,
P5UDT10532 ,P5UC132 ,3 ,12.47 ,300.00 ,P5UHS27_1247 ,P5UHS27_1247 -> P5UDT16841 ,
P5UDT9042  ,P5UC133 ,3 ,12.47 ,300.00 ,P5UHS27_1247 ,P5UHS27_1247 -> P5UDT23432 ,
P5UDT13706 ,P5UC134 ,3 ,12.47 ,300.00 ,P5UHS27_1247 ,P5UHS27_1247 -> P5UDT23432 ,
P5UDT26022 ,P5UC135 ,3 ,12.47 ,450.00 ,P5UHS28_1247 ,P5UHS28_1247 -> P5UDT12928 ,
P5UDT27872 ,P5UC136 ,3 ,12.47 ,300.00 ,P5UHS28_1247 ,P5UHS28_1247 -> P5UDT9102  ,
P5UDT16891 ,P5UC137 ,3 ,12.47 ,450.00 ,P5UHS28_1247 ,P5UHS28_1247 -> P5UDT12928 ,
P5UDT10093 ,P5UC138 ,3 ,12.47 ,450.00 ,P5UHS28_1247 ,P5UHS28_1247 -> P5UDT9102  ,
P5UDT29588 ,P5UC139 ,3 ,12.47 ,300.00 ,P5UHS28_1247 ,P5UHS28_1247 -> P5UDT12928 ,
P5UDT32901 ,P5UC140 ,3 ,12.47 ,300.00 ,P5UHS28_1247 ,P5UHS28_1247 -> P5UDT9102  ,
P5UDT27826 ,P5UC141 ,3 ,12.47 ,600.00 ,P5UHS29_1247 ,P5UHS29_1247 -> P5UDT31103 ,
P5UDT11332 ,P5UC142 ,3 ,12.47 ,450.00 ,P5UHS29_1247 ,P5UHS29_1247 -> P5UDT31103 ,
P5UDT8284  ,P5UC143 ,3 ,12.47 ,300.00 ,P5UHS29_1247 ,P5UHS29_1247 -> P5UDT31103 ,
P5UDT19930 ,P5UC144 ,3 ,12.47 ,600.00 ,P5UHS30_1247 ,P5UHS30_1247 -> P5UDT30417 ,
P5UDT22141 ,P5UC145 ,3 ,12.47 ,600.00 ,P5UHS30_1247 ,P5UHS30_1247 -> P5UDT30417 ,
P5UDT27286 ,P5UC146 ,3 ,12.47 ,450.00 ,P5UHS30_1247 ,P5UHS30_1247 -> P5UDT30417 ,
