Node,Code,Phases,NomV_kV,Size_kVAr,Subest,Feeder,
P2UDT6577 ,P2UC22 ,3 ,12.47 ,300.00 ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8512  ,
P2UDT6249 ,P2UC23 ,3 ,12.47 ,300.00 ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT106   ,
P2UDT6170 ,P2UC24 ,3 ,12.47 ,300.00 ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8082  ,
P2UDT4613 ,P2UC25 ,3 ,12.47 ,300.00 ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT3567  ,
P2UDT7538 ,P2UC26 ,3 ,12.47 ,300.00 ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT7925  ,
P2UDT7291 ,P2UC27 ,3 ,12.47 ,300.00 ,P2UHS2_1247  ,P2UHS2_1247 -> P2UDT8516  ,
P2UDT5609 ,P2UC28 ,3 ,12.47 ,450.00 ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,
P2UDT5935 ,P2UC29 ,3 ,12.47 ,300.00 ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT8444  ,
P2UDT2744 ,P2UC30 ,3 ,12.47 ,300.00 ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT5611  ,
P2UDT3345 ,P2UC31 ,3 ,12.47 ,300.00 ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,
P2UDT4759 ,P2UC32 ,3 ,12.47 ,300.00 ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT433   ,
P2UDT6743 ,P2UC33 ,3 ,12.47 ,300.00 ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7573  ,
P2UMV4    ,P2UC34 ,3 ,12.47 ,300.00 ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT433   ,
P2UDT5695 ,P2UC35 ,3 ,12.47 ,300.00 ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT3496  ,
P2UDT7405 ,P2UC36 ,3 ,12.47 ,300.00 ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7735  ,
P2UMV19   ,P2UC37 ,3 ,12.47 ,300.00 ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT3496  ,
P2UDT6288 ,P2UC38 ,3 ,12.47 ,300.00 ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT433   ,
P2UDT8385 ,P2UC39 ,3 ,12.47 ,300.00 ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT3496  ,
P2UDT7455 ,P2UC40 ,3 ,12.47 ,450.00 ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,
P2UDT8258 ,P2UC41 ,3 ,12.47 ,450.00 ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,
P2UDT2199 ,P2UC42 ,3 ,12.47 ,300.00 ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT2008  ,
P2UDT1222 ,P2UC43 ,3 ,12.47 ,450.00 ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT7035  ,
P2UDT6013 ,P2UC44 ,3 ,12.47 ,300.00 ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT2008  ,
P2UMV14   ,P2UC45 ,3 ,12.47 ,300.00 ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT6420  ,
P2UDT8239 ,P2UC46 ,3 ,12.47 ,300.00 ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,
P2UDT7792 ,P2UC47 ,3 ,12.47 ,300.00 ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT1124  ,
P2UDT5323 ,P2UC48 ,3 ,12.47 ,300.00 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,
P2UMV10   ,P2UC49 ,3 ,12.47 ,300.00 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT3821  ,
P2UDT5653 ,P2UC50 ,3 ,12.47 ,300.00 ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT2957  ,
P2UMV11   ,P2UC51 ,3 ,12.47 ,450.00 ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6424  ,
P2UDT8392 ,P2UC52 ,3 ,12.47 ,300.00 ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6424  ,
P2UMV15   ,P2UC53 ,3 ,12.47 ,300.00 ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,
P2UMV12   ,P2UC54 ,3 ,12.47 ,300.00 ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6424  ,
P2UDT1347 ,P2UC55 ,3 ,12.47 ,300.00 ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT4184  ,
P2UDT3226 ,P2UC56 ,3 ,12.47 ,300.00 ,P2UHS8_1247  ,P2UHS8_1247 -> P2UDT6424  ,
P2UDT2424 ,P2UC57 ,3 ,12.47 ,300.00 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT8056  ,
P2UDT6873 ,P2UC58 ,3 ,12.47 ,300.00 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT8056  ,
P2UMV22   ,P2UC59 ,3 ,12.47 ,300.00 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT3884  ,
P2UDT5933 ,P2UC60 ,3 ,12.47 ,300.00 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT5858  ,
P2UDT5057 ,P2UC61 ,3 ,12.47 ,300.00 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT3884  ,
P2UMV21   ,P2UC62 ,3 ,12.47 ,300.00 ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT3884  ,
P2UDT5180 ,P2UC63 ,3 ,12.47 ,300.00 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,
P2UDT664  ,P2UC64 ,3 ,12.47 ,300.00 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,
P2UDT6749 ,P2UC65 ,3 ,12.47 ,300.00 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,
P2UDT2264 ,P2UC66 ,3 ,12.47 ,300.00 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,
P2UDT3781 ,P2UC67 ,3 ,12.47 ,300.00 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,
P2UDT6412 ,P2UC68 ,3 ,12.47 ,300.00 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8564 ,
P2UDT7217 ,P2UC69 ,3 ,12.47 ,300.00 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7514 ,
P2UDT1330 ,P2UC70 ,3 ,12.47 ,300.00 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT7412 ,
P2UDT6693 ,P2UC71 ,3 ,12.47 ,300.00 ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT8615 ,
P2UDT5484 ,P2UC72 ,3 ,12.47 ,450.00 ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,
P2UDT4465 ,P2UC73 ,3 ,12.47 ,450.00 ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,
P2UDT2397 ,P2UC74 ,3 ,12.47 ,300.00 ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT3455 ,
P2UDT5455 ,P2UC75 ,3 ,12.47 ,300.00 ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT4732 ,
P2UDT7501 ,P2UC76 ,3 ,12.47 ,300.00 ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT7967 ,
P2UDT4588 ,P2UC77 ,3 ,12.47 ,300.00 ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT5729 ,
P2UDT2494 ,P2UC78 ,3 ,12.47 ,300.00 ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,
P2UDT3404 ,P2UC79 ,3 ,12.47 ,300.00 ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5222 ,
P2UDT2313 ,P2UC80 ,3 ,12.47 ,300.00 ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5984 ,
P2UDT5621 ,P2UC81 ,3 ,12.47 ,300.00 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,
P2UDT3900 ,P2UC82 ,3 ,12.47 ,300.00 ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT6883 ,
