Substation Feeder Num._Cons._LV Num._Cons._MV Num._Dist._Transf. Size_Dist._Transf._(kVA) Num._Capac. Num._Volt._Reg. Len_LV Len_MV Len_MV_1P Len_MV_2P Len_MV_3P Avg_Year Avg_Land_value_(USD/km2) Rural_(%) Urban_(%) Residential_(%) Commercial_(%) Industrial_(%) County Config_subest
P3UHS1_1247 P3UHS1_1247->P3UDT16112 2116 2 358 20195 1 0 24.7613 23.2794 13.7313 0 9.5481 1987 2601.73 0 100 96.8366 2.36072 0.802644 Travis delta-wye
P3UHS1_1247 P3UHS1_1247->P3UDT17241 1629 0 296 21225 2 0 21.2377 17.3322 8.37566 0 8.95658 1992 2441.24 0 100 95.7643 0.736648 3.49908 Travis delta-wye
P3UHS20_1247 P3UHS20_1247->P3UDT15957 4365 0 674 36575 2 0 52.6628 33.2612 22.288 0 10.9733 1997 1898.06 0 100 99.5647 0.435281 0 Travis delta-wye
P3UHS20_1247 P3UHS20_1247->P3UDT25015 1417 0 226 11900 1 0 15.8763 15.9108 8.22757 0 7.6832 2003 1737.21 0 100 99.7177 0.282287 0 Travis delta-wye
P3UHS20_1247 P3UHS20_1247->P3UDT30735 3209 0 491 23725 2 0 31.2029 40.4235 27.4303 0 12.9932 2004 1860.41 0 100 99.4702 0.373948 0.155812 Travis delta-wye
P3UHS21_1247 P3UHS21_1247->P3UDT5899 4064 0 709 37925 2 0 43.3126 48.1032 23.665 0 24.4382 1988 5906.77 0 100 98.3268 1.42717 0.246063 Travis delta-wye
P3UHS21_1247 P3UHS21_1247->P3UDT8885 1577 0 201 17650 1 0 11.2626 18.4904 7.217 0 11.2734 1998 30078.3 0 100 95.9417 2.59987 1.45847 Travis delta-wye
P3UHS22_1247 P3UHS22_1247->P3UDT14640 1872 0 294 17025 2 0 23.3375 18.917 11.4786 0 7.43846 1993 5030.14 0 100 98.8782 0.106838 1.01496 Travis delta-wye
P3UHS22_1247 P3UHS22_1247->P3UDT29621 2309 0 410 25100 1 0 27.5423 31.0775 12.4217 0 18.6558 1994 3169.75 0 100 96.4054 2.72845 0.866176 Travis delta-wye
P3UHS23_1247 P3UHS23_1247->P3UDT10896 2865 0 654 27450 2 0 49.509 42.4158 31.8465 0 10.5694 1993 1176.51 0 100 97.801 0.383944 1.81501 Travis delta-wye
P3UHS23_1247 P3UHS23_1247->P3UDT18382 1876 0 389 24525 2 0 30.056 24.1873 12.3898 0 11.7975 2001 1982.78 0 100 92.9104 4.15778 2.93177 Travis delta-wye
P3UHS23_1247 P3UHS23_1247->P3UDT6423 1825 0 584 17700 1 0 34.3068 45.2106 33.028 0 12.1826 1979 1136.92 0 100 97.1507 0.712329 2.13699 Travis delta-wye
P3UHS24_1247 P3UHS24_1247->P3UDT10352 2481 0 466 26525 2 0 36.3803 29.7803 14.9724 0 14.8079 1987 5928.16 0 100 87.626 5.03829 7.33575 Travis delta-wye
P3UHS24_1247 P3UHS24_1247->P3UDT28157 2671 0 443 30475 2 0 24.4032 24.9787 8.52173 0 16.4569 1986 13454.4 0 100 88.8806 10.4081 0.711344 Travis delta-wye
P3UHS24_1247 P3UHS24_1247->P3UDT7003 1174 0 291 15075 1 0 19.0783 22.0837 10.936 0 11.1477 1992 15795.8 0 100 78.7053 19.3356 1.95911 Travis delta-wye
P3UHS25_1247 P3UHS25_1247->P3UDT13676 4856 0 601 33685 2 0 31.0073 44.8825 21.1007 0 23.7817 1991 8898.97 0 100 98.5791 0.864909 0.556013 Travis delta-wye
P3UHS26_1247 P3UHS26_1247->P3UDT15759 1378 0 390 21075 1 0 25.907 34.1924 16.5707 0 17.6217 2001 15746.8 0 100 75.254 23.3672 1.37881 Travis delta-wye
P3UHS26_1247 P3UHS26_1247->P3UDT26126 2633 0 502 26525 2 0 40.457 29.6647 22.141 0 7.52376 1997 1237.29 0 100 97.8731 0.493733 1.63312 Travis delta-wye
P3UHS27_1247 P3UHS27_1247->P3UDT14575 223 0 98 2915 2 0 7.87366 14.0215 12.5338 0 1.48774 1984 541 0 100 92.8251 0.44843 6.72646 Travis delta-wye
P3UHS28_1247 P3UHS28_1247->P3UDT23967 144 0 57 1670 2 0 5.82835 7.35741 0 0 7.35741 1985 643.262 0 100 92.3611 0 7.63889 Travis delta-wye
P3UHS2_1247 P3UHS2_1247->P3UDT11804 2073 1 314 30150 6 0 18.0727 21.4588 7.66964 0 13.7892 1986 5112.48 0 100 96.5767 2.7001 0.72324 Travis delta-wye
P3UHS2_1247 P3UHS2_1247->P3UDT18029 857 0 90 4925 0 0 4.55543 10.9959 2.35175 0 8.64419 1998 8939.19 0 100 99.7666 0.233372 0 Travis delta-wye
P3UHS2_1247 P3UHS2_1247->P3UDT20296 89 1 55 6700 1 0 2.08204 9.86815 0.286409 0 9.58174 1981 18104.4 0 100 34.4444 54.4444 11.1111 Travis delta-wye
P3UHS2_1247 P3UHS2_1247->P3UDT20299 758 0 69 4675 0 0 1.90211 9.85904 1.43271 0 8.42633 1989 27026.9 0 100 99.8681 0 0.131926 Travis delta-wye
P3UHS2_1247 P3UHS2_1247->P3UDT23951 13 1 11 2725 0 0 0.33203 8.23218 1.11071 0 7.12148 1991 3567.17 0 100 0 42.8571 57.1429 Travis delta-wye
P3UHS2_1247 P3UHS2_1247->P3UDT24404 2819 0 511 28250 3 0 37.9537 24.9324 16.9844 0 7.94803 1978 1209.5 0 100 99.3969 0.532104 0.0709471 Travis delta-wye
P3UHS2_1247 P3UHS2_1247->P3UDT27289 99 1 69 9600 1 0 3.63372 10.7424 1.33042 0 9.41195 1977 2453.22 0 100 13 10 77 Travis delta-wye
P3UHS2_1247 P3UHS2_1247->P3UDT31865 45 2 37 3275 2 0 1.51847 7.95303 1.17677 0 6.77626 1981 2433.41 0 100 0 19.1489 80.8511 Travis delta-wye
P3UHS2_1247 P3UHS2_1247->P3UMV14 18 3 17 6375 1 0 0.494739 5.80324 0 0 5.80324 1989 3045.93 0 100 0 19.0476 80.9524 Travis delta-wye
P3UHS2_1247 P3UHS2_1247->P3UMV35 103 4 33 4625 1 0 1.38682 6.61585 0.96473 0 5.65112 1985 3283.34 0 100 71.028 18.6916 10.2804 Travis delta-wye
P3UHS3_1247 P3UHS3_1247->P3UDT11536 1306 0 213 11500 1 0 16.2845 14.9556 9.34563 0 5.60995 1986 2942.86 0 100 99.3109 0.229709 0.459418 Travis delta-wye
P3UHS3_1247 P3UHS3_1247->P3UDT20362 1685 0 247 15650 2 0 13.4704 16.3494 6.15971 0 10.1897 1983 35041 0 100 96.6766 2.67062 0.652819 Travis delta-wye
P3UHS3_1247 P3UHS3_1247->P3UDT23531 2 2 2 1500 0 0 0.0221526 4.49923 0 0 4.49923 2006 31654.2 0 100 0 100 0 Travis delta-wye
P3UHS3_1247 P3UHS3_1247->P3UDT28548 556 0 101 5575 0 0 4.72803 10.2238 4.52309 0 5.70075 1989 36083.1 0 100 92.6259 5.93525 1.43885 Travis delta-wye
P3UHS3_1247 P3UHS3_1247->P3UDT31518 2130 0 380 26800 5 0 24.2019 31.8685 12.2393 0 19.6292 1989 5206.82 0 100 96.1972 2.95775 0.84507 Travis delta-wye
P3UHS3_1247 P3UHS3_1247->P3UDT3889 1818 1 182 11900 1 0 10.1212 11.7914 3.54967 0 8.24172 1990 47313.5 0 100 99.4502 0.494777 0.0549753 Travis delta-wye
P3UHS4_1247 P3UHS4_1247->P3UDT10048 1588 0 315 16825 0 0 25.1509 18.3132 10.7213 0 7.59199 1965 2213.82 0 100 96.7254 2.32997 0.944584 Travis delta-wye
P3UHS4_1247 P3UHS4_1247->P3UDT14887 2682 1 551 39900 4 0 36.4423 32.3982 13.1836 0 19.2146 1971 2461.05 0 100 91.9493 3.80171 4.24898 Travis delta-wye
P3UHS4_1247 P3UHS4_1247->P3UDT2856 324 0 52 3225 0 0 4.23501 2.80093 1.87724 0 0.923686 1972 4000.61 0 100 95.3704 1.23457 3.39506 Travis delta-wye
P3UHS4_1247 P3UHS4_1247->P3UDT9213 3578 0 575 32525 2 0 40.6627 32.7787 17.5876 0 15.1912 1980 7783.2 0 100 96.3667 1.98435 1.64897 Travis delta-wye
P3UHS5_1247 P3UHS5_1247->P3UDT10526 2523 0 317 16825 1 0 16.367 14.61 4.89025 0 9.71972 1976 26458.2 0 100 99.0091 0.832342 0.158541 Travis delta-wye
P3UHS5_1247 P3UHS5_1247->P3UDT15899 4051 0 761 38100 2 0 48.6043 41.1721 22.8664 0 18.3057 1971 5772.74 0 100 95.1617 3.11034 1.72797 Travis delta-wye
P3UHS5_1247 P3UHS5_1247->P3UDT17790 2167 1 296 23675 3 0 10.1143 20.1956 3.24204 0 16.9535 1980 23145 0 100 92.6661 5.99631 1.33764 Travis delta-wye
P3UHS5_1247 P3UHS5_1247->P3UDT31388 681 1 56 7850 0 0 1.63769 8.20317 0.519388 0 7.68378 1992 36997.4 0 100 98.827 1.17302 0 Travis delta-wye
P3UHS6_1247 P3UHS6_1247->P3UDT18941 3466 1 568 30325 2 0 39.5211 26.6558 15.8174 0 10.8384 1978 3969.72 0 100 98.0675 1.18258 0.749928 Travis delta-wye
P3UHS6_1247 P3UHS6_1247->P3UDT31448 4451 1 777 39875 2 0 55.8149 40.1215 20.9695 0 19.152 1980 5243.69 0 100 97.035 1.54987 1.41509 Travis delta-wye
P3UHS6_1247 P3UHS6_1247->P3UDT31726 1782 2 236 15450 1 0 14.9028 14.6276 4.723 0 9.90459 1989 20838.4 0 100 93.9462 4.26009 1.79372 Travis delta-wye
P3UHS7_1247 P3UHS7_1247->P3UDT19128 508 0 43 4850 0 0 0.730607 7.4011 0.229816 0 7.17129 1985 56100.8 0 100 99.4094 0.590551 0 Travis delta-wye
P3UHS7_1247 P3UHS7_1247->P3UDT25200 689 2 67 4600 0 0 2.86699 8.54581 1.00718 0 7.53862 1980 19617.5 0 100 99.1317 0.868307 0 Travis delta-wye
P3UHS7_1247 P3UHS7_1247->P3UDT9478 4206 2 832 39775 5 0 50.8269 49.5468 26.9866 0 22.5602 1985 4575.77 0 100 97.8375 1.85361 0.308935 Travis delta-wye
P3UHS8_1247 P3UHS8_1247->P3UDT11113 3301 1 490 38825 2 0 22.0393 33.5111 6.96163 0 26.5495 1971 14390.8 0 100 93.0951 3.45245 3.45245 Travis delta-wye
P3UHS8_1247 P3UHS8_1247->P3UDT23566 2445 1 436 24900 0 0 25.8365 23.8581 9.24554 0 14.6126 1979 8854.69 0 100 92.7637 3.96566 3.27065 Travis delta-wye
P3UHS8_1247 P3UHS8_1247->P3UDT31404 941 2 128 15175 1 0 6.23367 12.4022 2.35221 0 10.05 1981 3074.88 0 100 95.228 3.28738 1.48462 Travis delta-wye
P3UHS8_1247 P3UHS8_1247->P3UMV17 4117 1 579 38725 3 0 30.3887 34.2685 11.281 0 22.9875 1973 13632.5 0 100 96.3817 2.9626 0.655658 Travis delta-wye
P3UHS9_1247 P3UHS9_1247->P3UDT16174 102 0 49 4945 1 0 1.78926 9.72437 2.63023 0 7.09414 1979 3866.51 0 100 57.8431 8.82353 33.3333 Travis delta-wye
P3UHS9_1247 P3UHS9_1247->P3UDT22171 317 0 109 5175 1 0 8.72207 15.2416 10.0585 0 5.18312 1967 934.627 0 100 80.1262 4.73186 15.142 Travis delta-wye
P3UHS9_1247 P3UHS9_1247->P3UDT32034 48 1 38 8500 3 0 1.49256 11.1597 2.02577 0 9.13392 1988 1801.87 0 100 0 22.449 77.551 Travis delta-wye
