Substation Feeder Num._Cons._LV Num._Cons._MV Num._Dist._Transf. Size_Dist._Transf._(kVA) Num._Capac. Num._Volt._Reg. Len_LV Len_MV Len_MV_1P Len_MV_2P Len_MV_3P Avg_Year Avg_Land_value_(USD/km2) Rural_(%) Urban_(%) Residential_(%) Commercial_(%) Industrial_(%) County Config_subest
P4UHS14_1247 P4UHS14_1247->P4UDT9634 1761 1 557 18150 3 0 40.5894 41.9576 34.1542 0 7.80344 1995 1823.5 0 100 97.9569 0.964813 1.07832 Travis delta-wye
P4UHS15_1247 P4UHS15_1247->P4UDT11307 2686 0 492 18825 4 0 24.5842 42.1112 28.2559 0 13.8554 2002 1640.01 0 100 98.9203 0.22338 0.856292 Travis delta-wye
P4UHS15_1247 P4UHS15_1247->P4UDT15003 1148 0 158 7675 1 0 7.87441 15.5519 7.27566 0 8.27619 2004 11403.6 0 100 99.3902 0.522648 0.087108 Travis delta-wye
P4UHS15_1247 P4UHS15_1247->P4UDT20507 96 0 25 700 0 0 0.621701 5.59244 0 0 5.59244 2001 1777.98 0 100 93.75 0 6.25 Travis delta-wye
P4UHS16_1247 P4UHS16_1247->P4UDT17342 306 0 106 3545 1 0 7.89238 19.3101 12.6608 0 6.64932 1988 1824.13 0 100 86.6013 6.20915 7.18954 Travis delta-wye
P4UHS16_1247 P4UHS16_1247->P4UDT20685 608 0 231 6635 3 0 12.8674 22.8173 16.1456 0 6.67168 2000 1136.9 0 100 96.5461 0.822368 2.63158 Travis delta-wye
P4UHS16_1247 P4UHS16_1247->P4UDT23451 875 0 287 8295 3 0 16.1908 38.1272 27.9049 0 10.2223 1999 1390.36 0 100 95.3143 0.8 3.88571 Travis delta-wye
P4UHS16_1247 P4UHS16_1247->P4UDT2769 286 0 65 1840 0 0 2.7609 14.1544 13.1386 0 1.01588 2005 2225.04 0 100 96.8531 0.34965 2.7972 Travis delta-wye
P4UHS16_1247 P4UHS16_1247->P4UDT6223 103 0 38 1085 1 0 2.56011 9.30115 0 0 9.30115 1985 948.626 0 100 96.1165 0 3.8835 Travis delta-wye
P4UHS17_1247 P4UHS17_1247->P4UDT13269 957 0 218 9150 1 0 12.9221 24.4847 14.8076 0 9.67716 1998 2880.13 0 100 97.3877 1.35841 1.25392 Travis delta-wye
P4UHS17_1247 P4UHS17_1247->P4UDT13480 734 0 107 5500 1 0 7.23549 12.3514 3.5445 0 8.80691 2008 6314.42 0 100 98.9101 0.953678 0.13624 Travis delta-wye
P4UHS17_1247 P4UHS17_1247->P4UDT17331 928 0 203 8000 2 0 11.665 24.5208 13.4391 0 11.0818 1991 2361 0 100 98.2759 0.107759 1.61638 Travis delta-wye
P4UHS17_1247 P4UHS17_1247->P4UDT3392 516 0 102 5200 1 0 5.07977 13.1231 2.4513 0 10.6718 2007 31497.9 0 100 92.2481 7.36434 0.387597 Travis delta-wye
P4UHS17_1247 P4UHS17_1247->P4UDT4433 1070 0 179 9425 2 0 10.7177 15.8351 8.01332 0 7.82183 2002 2499.31 0 100 98.1308 1.02804 0.841121 Travis delta-wye
P4UHS17_1247 P4UHS17_1247->P4UDT7683 1697 0 278 13050 2 0 17.7145 18.2046 13.2365 0 4.96814 2000 1815.26 0 100 99.4697 0.0589275 0.47142 Travis delta-wye
P4UHS18_1247 P4UHS18_1247->P4UDT18560 1718 0 373 26260 3 0 16.8558 34.3823 11.8129 0 22.5694 2000 14452.7 0 100 90.7451 6.92666 2.32829 Travis delta-wye
P4UHS18_1247 P4UHS18_1247->P4UDT2247 770 0 274 10710 1 0 13.9107 33.7111 22.9387 0 10.7724 1995 4230.1 0 100 89.2208 5.58442 5.19481 Travis delta-wye
P4UHS18_1247 P4UHS18_1247->P4UDT2248 1134 0 230 7570 1 0 9.19558 30.4528 21.5433 0 8.90957 2004 2870.98 0 100 98.1481 0.881834 0.970018 Travis delta-wye
P4UHS19_1247 P4UHS19_1247->P4UDT10279 1064 0 210 16435 2 0 9.08511 31.5206 11.3415 0 20.1791 2001 22484.9 0 100 88.8158 9.11654 2.06767 Travis delta-wye
P4UHS19_1247 P4UHS19_1247->P4UDT18907 1566 0 180 11525 2 0 9.01139 26.8258 6.23133 0 20.5945 1998 19168.9 0 100 97.8927 1.27714 0.83014 Travis delta-wye
P4UHS19_1247 P4UHS19_1247->P4UDT21543 102 0 20 2250 0 0 0.6373 2.2165 0.0216795 0 2.19482 1998 15854 0 100 85.2941 10.7843 3.92157 Travis delta-wye
P4UHS19_1247 P4UHS19_1247->P4UDT22137 1049 0 168 9525 1 0 10.1135 16.1346 5.5569 0 10.5777 1997 6462.86 0 100 97.2355 0.85796 1.90658 Travis delta-wye
P4UHS19_1247 P4UHS19_1247->P4UDT4849 2690 0 309 15625 3 0 17.5106 25.9958 14.0855 0 11.9103 1990 9318.21 0 100 99.9257 0 0.0743494 Travis delta-wye
P4UHS1_1247 P4UHS1_1247->P4UDT18088 2427 0 577 22760 3 0 36.0105 51.8475 32.9162 0 18.9313 1994 3277.39 0 100 96.5801 1.77173 1.64813 Travis delta-wye
P4UHS1_1247 P4UHS1_1247->P4UDT18595 796 0 235 7600 0 0 15.4317 12.1555 9.8918 0 2.26374 1988 1927.18 0 100 98.4925 0.376884 1.13065 Travis delta-wye
P4UHS1_1247 P4UHS1_1247->P4UDT22748 2131 2 459 15075 3 0 24.539 34.0875 21.4131 0 12.6744 1998 3513.1 0 100 98.7811 0.60947 0.60947 Travis delta-wye
P4UHS1_1247 P4UHS1_1247->P4UDT5565 1039 0 292 9600 0 0 20.949 17.0453 14.1892 0 2.85612 1983 2554.77 0 100 99.615 0 0.384986 Travis delta-wye
P4UHS20_1247 P4UHS20_1247->P4UDT13530 2508 0 399 18775 4 0 26.3815 28.9044 18.5125 0 10.3919 2001 2089.55 0 100 98.5646 0.398724 1.03668 Travis delta-wye
P4UHS20_1247 P4UHS20_1247->P4UDT1954 3324 0 525 26700 4 0 35.5325 32.5826 20.1564 0 12.4262 2002 1871.33 0 100 99.2178 0.631769 0.150421 Travis delta-wye
P4UHS20_1247 P4UHS20_1247->P4UDT19742 445 0 93 3650 0 0 4.46626 15.4523 5.13601 0 10.3163 1997 2039.11 0 100 98.2022 1.34831 0.449438 Travis delta-wye
P4UHS20_1247 P4UHS20_1247->P4UDT7428 480 0 90 3800 0 0 5.33876 13.9347 3.72697 0 10.2077 1995 2024.12 0 100 99.375 0.625 0 Travis delta-wye
P4UHS20_1247 P4UHS20_1247->P4UDT8037 1600 0 233 11350 1 0 15.1603 12.7524 7.00163 0 5.75076 2005 1574.55 0 100 100 0 0 Travis delta-wye
P4UHS20_1247 P4UHS20_1247->P4UDT9759 682 0 167 4875 0 0 9.38677 17.8036 8.19702 0 9.60656 1996 2167.88 0 100 100 0 0 Travis delta-wye
P4UHS2_1247 P4UHS2_1247->P4UDT15941 1198 0 369 14285 2 0 26.4134 29.3196 18.9587 0 10.3609 1987 2135.13 0 100 93.3222 3.50584 3.17195 Travis delta-wye
P4UHS2_1247 P4UHS2_1247->P4UDT19190 2 0 1 25 0 0 0.001 0.155549 0 0 0.155549 1980 3375.94 0 100 100 0 0 Travis delta-wye
P4UHS2_1247 P4UHS2_1247->P4UDT19679 1561 0 483 16570 2 0 32.8186 50.6809 34.7194 0 15.9615 1990 2248.6 0 100 89.4299 2.30621 8.26393 Travis delta-wye
P4UHS2_1247 P4UHS2_1247->P4UDT22231 1888 1 472 19410 2 0 28.2881 48.6833 34.449 0 14.2343 1995 3048.06 0 100 93.0651 3.65273 3.28216 Travis delta-wye
P4UHS3_1247 P4UHS3_1247->P4UDT13996 949 0 228 6575 2 0 9.95068 22.2058 11.0708 0 11.135 2005 1396.11 0 100 99.3678 0.105374 0.52687 Travis delta-wye
P4UHS3_1247 P4UHS3_1247->P4UDT16430 568 0 256 6700 2 0 21.1867 31.8481 24.1885 0 7.6596 1993 556.616 0 100 97.5352 0.176056 2.28873 Travis delta-wye
P4UHS3_1247 P4UHS3_1247->P4UDT17537 853 0 354 10125 2 0 34.2001 34.4302 26.1919 0 8.23826 1989 625.571 0 100 97.7726 1.28957 0.937866 Travis delta-wye
P4UHS3_1247 P4UHS3_1247->P4UDT17903 197 0 83 2335 1 0 6.05474 15.5066 11.1574 0 4.34926 1989 1282.13 0 100 97.4619 0 2.53807 Travis delta-wye
P4UHS3_1247 P4UHS3_1247->P4UDT2390 666 0 170 5335 1 0 7.37819 23.1937 13.6793 0 9.51446 2004 1398.88 0 100 98.4985 1.05105 0.45045 Travis delta-wye
P4UHS4_1247 P4UHS4_1247->P4UDT17398 676 0 199 5825 1 0 13.8162 33.6885 27.4716 0 6.21689 1994 2130.23 0 100 95.4142 0.147929 4.43787 Travis delta-wye
P4UHS4_1247 P4UHS4_1247->P4UDT19484 818 0 249 8100 2 0 16.9792 29.7826 19.5588 0 10.2238 1990 1802.87 0 100 94.2543 0.977995 4.76773 Travis delta-wye
P4UHS4_1247 P4UHS4_1247->P4UDT5981 1119 0 282 9595 2 0 20.4218 44.5831 26.5951 0 17.9879 1994 4876.39 0 100 88.3825 2.8597 8.75782 Travis delta-wye
P4UHS4_1247 P4UHS4_1247->P4UDT8999 634 0 198 6245 1 0 15.0041 29.1781 20.5251 0 8.65304 1985 2582.62 0 100 94.795 1.26183 3.94322 Travis delta-wye
P4UHS5_1247 P4UHS5_1247->P4UDT10630 1283 0 415 15390 2 0 24.1305 47.1481 31.9256 0 15.2225 1990 8797.28 0 100 91.5822 2.18239 6.23539 Travis delta-wye
P4UHS5_1247 P4UHS5_1247->P4UDT15124 2270 0 523 17545 1 0 20.0825 39.4 29.6374 0 9.76257 1994 829.301 0 100 99.3833 0.30837 0.30837 Travis delta-wye
P4UHS5_1247 P4UHS5_1247->P4UDT20411 1372 0 407 13595 2 0 18.4777 37.7307 28.227 0 9.50372 1993 983.656 0 100 97.8863 0.437318 1.67638 Travis delta-wye
P4UHS5_1247 P4UHS5_1247->P4UDT3570 1118 0 396 15800 1 0 20.9935 45.4747 33.3269 0 12.1478 1992 936.699 0 100 88.4615 4.56172 6.97674 Travis delta-wye
P4UHS6_1247 P4UHS6_1247->P4UDT1281 1175 0 467 14365 2 0 31.3864 48.7939 38.5263 0 10.2676 1983 1186.72 0 100 93.1915 3.14894 3.65957 Travis delta-wye
P4UHS6_1247 P4UHS6_1247->P4UDT18805 744 0 268 8380 2 0 17.7422 40.1327 30.4121 0 9.72063 1991 1091.97 0 100 93.2796 1.74731 4.97312 Travis delta-wye
P4UHS6_1247 P4UHS6_1247->P4UDT22626 1042 0 324 10185 1 0 23.0733 50.7916 44.7596 0 6.03193 1991 2255.09 0 100 95.2975 1.15163 3.55086 Travis delta-wye
P4UHS7_1247 P4UHS7_1247->P4UDT10974 1250 0 363 15515 2 0 31.069 32.6867 22.4338 0 10.2529 1986 2145.84 0 100 92.48 3.36 4.16 Travis delta-wye
P4UHS7_1247 P4UHS7_1247->P4UDT22221 622 0 162 5145 1 0 10.4996 29.5556 21.9023 0 7.65328 1999 2306.31 0 100 94.8553 1.1254 4.01929 Travis delta-wye
P4UHS7_1247 P4UHS7_1247->P4UDT5694 1210 0 330 11150 2 0 27.2283 37.8986 28.5539 0 9.34469 1982 2317.3 0 100 96.4463 1.23967 2.31405 Travis delta-wye
P4UHS7_1247 P4UHS7_1247->P4UDT8751 893 0 254 8720 1 0 13.5083 37.0504 27.9844 0 9.06603 2000 1742.09 0 100 95.4087 2.23964 2.35162 Travis delta-wye
P4UHS8_1247 P4UHS8_1247->P4UDT14683 2532 0 435 22100 2 0 29.62 29.6598 17.0406 0 12.6192 2000 1333.41 0 100 99.0126 0.434439 0.552923 Travis delta-wye
P4UHS8_1247 P4UHS8_1247->P4UDT1728 4059 0 665 31895 1 0 44.0401 46.0497 29.225 0 16.8247 2004 2271.85 0 100 98.8667 0.813008 0.320276 Travis delta-wye
P4UHS9_1247 P4UHS9_1247->P4UDT18371 2602 0 201 14750 1 0 7.7781 16.3476 3.39217 0 12.9555 2000 35809.3 0 100 99.4235 0.269024 0.307456 Travis delta-wye
P4UHS9_1247 P4UHS9_1247->P4UDT18569 2537 0 348 19325 2 0 21.5023 27.9528 16.6648 0 11.288 1999 11022.8 0 100 97.3591 1.22192 1.419 Travis delta-wye
P4UHS9_1247 P4UHS9_1247->P4UDT20209 894 0 202 10250 1 0 11.1083 18.5518 9.59782 0 8.95399 1993 5492.38 0 100 91.8345 2.79642 5.36913 Travis delta-wye
P4UHS9_1247 P4UHS9_1247->P4UDT6157 3373 0 674 27760 2 0 39.5238 37.9515 27.8763 0 10.0752 1992 1789.43 0 100 97.48 2.31248 0.20753 Travis delta-wye
