Node,Code,Phases,NomV_kV,Size_kVAr,Subest,Feeder,
P3UDT14310 ,P3UC27  ,3 ,12.47 ,300.00 ,P3UHS3_1247  ,P3UHS3_1247 -> P3UDT31518  ,
P3UDT24259 ,P3UC28  ,3 ,12.47 ,300.00 ,P3UHS3_1247  ,P3UHS3_1247 -> P3UDT3889   ,
P3UDT21973 ,P3UC29  ,3 ,12.47 ,300.00 ,P3UHS3_1247  ,P3UHS3_1247 -> P3UDT31518  ,
P3UDT9464  ,P3UC30  ,3 ,12.47 ,300.00 ,P3UHS3_1247  ,P3UHS3_1247 -> P3UDT20362  ,
P3UDT8326  ,P3UC31  ,3 ,12.47 ,450.00 ,P3UHS3_1247  ,P3UHS3_1247 -> P3UDT11536  ,
P3UDT15272 ,P3UC32  ,3 ,12.47 ,600.00 ,P3UHS4_1247  ,P3UHS4_1247 -> P3UDT14887  ,
P3UDT13614 ,P3UC33  ,3 ,12.47 ,450.00 ,P3UHS4_1247  ,P3UHS4_1247 -> P3UDT9213   ,
P3UDT22113 ,P3UC34  ,3 ,12.47 ,450.00 ,P3UHS4_1247  ,P3UHS4_1247 -> P3UDT14887  ,
P3UDT4905  ,P3UC35  ,3 ,12.47 ,450.00 ,P3UHS4_1247  ,P3UHS4_1247 -> P3UDT14887  ,
P3UDT11584 ,P3UC36  ,3 ,12.47 ,450.00 ,P3UHS4_1247  ,P3UHS4_1247 -> P3UDT14887  ,
P3UDT2867  ,P3UC37  ,3 ,12.47 ,450.00 ,P3UHS4_1247  ,P3UHS4_1247 -> P3UDT9213   ,
P3UDT7809  ,P3UC38  ,3 ,12.47 ,450.00 ,P3UHS5_1247  ,P3UHS5_1247 -> P3UDT17790  ,
P3UDT5289  ,P3UC39  ,3 ,12.47 ,600.00 ,P3UHS5_1247  ,P3UHS5_1247 -> P3UDT15899  ,
P3UDT10023 ,P3UC40  ,3 ,12.47 ,450.00 ,P3UHS5_1247  ,P3UHS5_1247 -> P3UDT17790  ,
P3UDT5969  ,P3UC41  ,3 ,12.47 ,450.00 ,P3UHS5_1247  ,P3UHS5_1247 -> P3UDT15899  ,
P3UDT30419 ,P3UC42  ,3 ,12.47 ,450.00 ,P3UHS5_1247  ,P3UHS5_1247 -> P3UDT10526  ,
P3UDT29204 ,P3UC43  ,3 ,12.47 ,450.00 ,P3UHS5_1247  ,P3UHS5_1247 -> P3UDT17790  ,
P3UDT25511 ,P3UC44  ,3 ,12.47 ,600.00 ,P3UHS6_1247  ,P3UHS6_1247 -> P3UDT31448  ,
P3UDT27044 ,P3UC45  ,3 ,12.47 ,450.00 ,P3UHS6_1247  ,P3UHS6_1247 -> P3UDT18941  ,
P3UDT20238 ,P3UC46  ,3 ,12.47 ,450.00 ,P3UHS6_1247  ,P3UHS6_1247 -> P3UDT31726  ,
P3UDT29395 ,P3UC47  ,3 ,12.47 ,450.00 ,P3UHS6_1247  ,P3UHS6_1247 -> P3UDT31448  ,
P3UDT10738 ,P3UC48  ,3 ,12.47 ,450.00 ,P3UHS6_1247  ,P3UHS6_1247 -> P3UDT18941  ,
P3UDT30407 ,P3UC49  ,3 ,12.47 ,450.00 ,P3UHS7_1247  ,P3UHS7_1247 -> P3UDT9478   ,
P3UDT15427 ,P3UC50  ,3 ,12.47 ,450.00 ,P3UHS7_1247  ,P3UHS7_1247 -> P3UDT9478   ,
P3UDT28522 ,P3UC51  ,3 ,12.47 ,300.00 ,P3UHS7_1247  ,P3UHS7_1247 -> P3UDT9478   ,
P3UDT30553 ,P3UC52  ,3 ,12.47 ,300.00 ,P3UHS7_1247  ,P3UHS7_1247 -> P3UDT9478   ,
P3UMV23    ,P3UC53  ,3 ,12.47 ,300.00 ,P3UHS7_1247  ,P3UHS7_1247 -> P3UDT9478   ,
P3UDT11596 ,P3UC54  ,3 ,12.47 ,450.00 ,P3UHS8_1247  ,P3UHS8_1247 -> P3UMV17     ,
P3UMV3     ,P3UC55  ,3 ,12.47 ,450.00 ,P3UHS8_1247  ,P3UHS8_1247 -> P3UDT31404  ,
P3UDT22286 ,P3UC56  ,3 ,12.47 ,450.00 ,P3UHS8_1247  ,P3UHS8_1247 -> P3UMV17     ,
P3UDT306   ,P3UC57  ,3 ,12.47 ,450.00 ,P3UHS8_1247  ,P3UHS8_1247 -> P3UMV17     ,
P3UDT28729 ,P3UC58  ,3 ,12.47 ,450.00 ,P3UHS8_1247  ,P3UHS8_1247 -> P3UDT11113  ,
P3UDT21620 ,P3UC59  ,3 ,12.47 ,450.00 ,P3UHS8_1247  ,P3UHS8_1247 -> P3UDT11113  ,
P3UDT28487 ,P3UC60  ,3 ,12.47 ,300.00 ,P3UHS9_1247  ,P3UHS9_1247 -> P3UDT32034  ,
P3UMV19    ,P3UC61  ,3 ,12.47 ,300.00 ,P3UHS9_1247  ,P3UHS9_1247 -> P3UDT32034  ,
P3UDT3021  ,P3UC62  ,3 ,12.47 ,300.00 ,P3UHS9_1247  ,P3UHS9_1247 -> P3UDT16174  ,
P3UDT13290 ,P3UC63  ,3 ,12.47 ,300.00 ,P3UHS9_1247  ,P3UHS9_1247 -> P3UDT32034  ,
P3UDT5126  ,P3UC64  ,3 ,12.47 ,300.00 ,P3UHS9_1247  ,P3UHS9_1247 -> P3UDT22171  ,
P3UDT1277  ,P3UC65  ,3 ,12.47 ,450.00 ,P3UHS10_1247 ,P3UHS10_1247 -> P3UDT19559 ,
P3UDT13541 ,P3UC66  ,3 ,12.47 ,450.00 ,P3UHS10_1247 ,P3UHS10_1247 -> P3UDT19559 ,
P3UDT15965 ,P3UC67  ,3 ,12.47 ,300.00 ,P3UHS10_1247 ,P3UHS10_1247 -> P3UDT18580 ,
P3UDT12199 ,P3UC68  ,3 ,12.47 ,300.00 ,P3UHS10_1247 ,P3UHS10_1247 -> P3UDT19881 ,
P3UMV27    ,P3UC69  ,3 ,12.47 ,300.00 ,P3UHS10_1247 ,P3UHS10_1247 -> P3UDT7392  ,
P3UDT9107  ,P3UC70  ,3 ,12.47 ,300.00 ,P3UHS10_1247 ,P3UHS10_1247 -> P3UDT7392  ,
P3UDT32219 ,P3UC71  ,3 ,12.47 ,600.00 ,P3UHS11_1247 ,P3UHS11_1247 -> P3UDT27353 ,
P3UDT21228 ,P3UC72  ,3 ,12.47 ,450.00 ,P3UHS11_1247 ,P3UHS11_1247 -> P3UDT20683 ,
P3UDT29199 ,P3UC73  ,3 ,12.47 ,300.00 ,P3UHS11_1247 ,P3UHS11_1247 -> P3UDT27353 ,
P3UDT17265 ,P3UC74  ,3 ,12.47 ,450.00 ,P3UHS12_1247 ,P3UHS12_1247 -> P3UDT18678 ,
P3UDT17266 ,P3UC75  ,3 ,12.47 ,300.00 ,P3UHS12_1247 ,P3UHS12_1247 -> P3UDT23934 ,
P3UDT19312 ,P3UC76  ,3 ,12.47 ,450.00 ,P3UHS12_1247 ,P3UHS12_1247 -> P3UDT14918 ,
P3UDT31606 ,P3UC77  ,3 ,12.47 ,300.00 ,P3UHS12_1247 ,P3UHS12_1247 -> P3UDT18678 ,
P3UDT16131 ,P3UC78  ,3 ,12.47 ,300.00 ,P3UHS12_1247 ,P3UHS12_1247 -> P3UDT23934 ,
P3UDT26699 ,P3UC79  ,3 ,12.47 ,300.00 ,P3UHS12_1247 ,P3UHS12_1247 -> P3UDT14513 ,
P3UDT17178 ,P3UC80  ,3 ,12.47 ,600.00 ,P3UHS13_1247 ,P3UHS13_1247 -> P3UDT28604 ,
P3UDT21364 ,P3UC81  ,3 ,12.47 ,450.00 ,P3UHS13_1247 ,P3UHS13_1247 -> P3UDT26287 ,
P3UDT1299  ,P3UC82  ,3 ,12.47 ,450.00 ,P3UHS13_1247 ,P3UHS13_1247 -> P3UDT28604 ,
P3UDT28601 ,P3UC83  ,3 ,12.47 ,450.00 ,P3UHS13_1247 ,P3UHS13_1247 -> P3UDT26287 ,
P3UDT20202 ,P3UC84  ,3 ,12.47 ,450.00 ,P3UHS13_1247 ,P3UHS13_1247 -> P3UDT12740 ,
P3UDT15655 ,P3UC85  ,3 ,12.47 ,300.00 ,P3UHS13_1247 ,P3UHS13_1247 -> P3UDT28604 ,
P3UDT3377  ,P3UC86  ,3 ,12.47 ,300.00 ,P3UHS14_1247 ,P3UHS14_1247 -> P3UDT2635  ,
P3UDT17113 ,P3UC87  ,3 ,12.47 ,450.00 ,P3UHS14_1247 ,P3UHS14_1247 -> P3UDT9594  ,
P3UDT11164 ,P3UC88  ,3 ,12.47 ,450.00 ,P3UHS14_1247 ,P3UHS14_1247 -> P3UDT2638  ,
P3UDT6079  ,P3UC89  ,3 ,12.47 ,300.00 ,P3UHS14_1247 ,P3UHS14_1247 -> P3UDT3365  ,
P3UDT25868 ,P3UC90  ,3 ,12.47 ,300.00 ,P3UHS14_1247 ,P3UHS14_1247 -> P3UDT2635  ,
P3UDT18549 ,P3UC91  ,3 ,12.47 ,450.00 ,P3UHS14_1247 ,P3UHS14_1247 -> P3UDT9594  ,
P3UDT4771  ,P3UC92  ,3 ,12.47 ,300.00 ,P3UHS14_1247 ,P3UHS14_1247 -> P3UDT2635  ,
P3UDT9049  ,P3UC93  ,3 ,12.47 ,300.00 ,P3UHS14_1247 ,P3UHS14_1247 -> P3UDT2638  ,
P3UDT9196  ,P3UC94  ,3 ,12.47 ,450.00 ,P3UHS15_1247 ,P3UHS15_1247 -> P3UDT2707  ,
P3UDT3676  ,P3UC95  ,3 ,12.47 ,300.00 ,P3UHS15_1247 ,P3UHS15_1247 -> P3UDT27016 ,
P3UDT15301 ,P3UC96  ,3 ,12.47 ,450.00 ,P3UHS15_1247 ,P3UHS15_1247 -> P3UDT2707  ,
P3UDT21591 ,P3UC97  ,3 ,12.47 ,450.00 ,P3UHS15_1247 ,P3UHS15_1247 -> P3UDT27016 ,
P3UDT21610 ,P3UC98  ,3 ,12.47 ,300.00 ,P3UHS15_1247 ,P3UHS15_1247 -> P3UDT2707  ,
P3UMV39    ,P3UC99  ,3 ,12.47 ,450.00 ,P3UHS15_1247 ,P3UHS15_1247 -> P3UDT29990 ,
P3UDT23852 ,P3UC100 ,3 ,12.47 ,450.00 ,P3UHS15_1247 ,P3UHS15_1247 -> P3UDT10674 ,
P3UDT24565 ,P3UC101 ,3 ,12.47 ,450.00 ,P3UHS15_1247 ,P3UHS15_1247 -> P3UDT2707  ,
P3UDT153   ,P3UC102 ,3 ,12.47 ,300.00 ,P3UHS16_1247 ,P3UHS16_1247 -> P3UDT3100  ,
P3UDT28841 ,P3UC103 ,3 ,12.47 ,300.00 ,P3UHS16_1247 ,P3UHS16_1247 -> P3UDT3100  ,
P3UDT28200 ,P3UC104 ,3 ,12.47 ,300.00 ,P3UHS16_1247 ,P3UHS16_1247 -> P3UDT3100  ,
P3UDT30825 ,P3UC105 ,3 ,12.47 ,300.00 ,P3UHS17_1247 ,P3UHS17_1247 -> P3UDT31765 ,
P3UDT4483  ,P3UC106 ,3 ,12.47 ,300.00 ,P3UHS17_1247 ,P3UHS17_1247 -> P3UDT16962 ,
P3UDT10931 ,P3UC107 ,3 ,12.47 ,300.00 ,P3UHS17_1247 ,P3UHS17_1247 -> P3UDT16962 ,
P3UDT13325 ,P3UC108 ,3 ,12.47 ,300.00 ,P3UHS18_1247 ,P3UHS18_1247 -> P3UDT7679  ,
P3UDT18419 ,P3UC109 ,3 ,12.47 ,300.00 ,P3UHS18_1247 ,P3UHS18_1247 -> P3UDT32182 ,
P3UDT23731 ,P3UC110 ,3 ,12.47 ,300.00 ,P3UHS18_1247 ,P3UHS18_1247 -> P3UDT32182 ,
P3UDT19495 ,P3UC111 ,3 ,12.47 ,300.00 ,P3UHS19_1247 ,P3UHS19_1247 -> P3UDT25232 ,
P3UDT27563 ,P3UC112 ,3 ,12.47 ,450.00 ,P3UHS19_1247 ,P3UHS19_1247 -> P3UDT13458 ,
P3UDT29971 ,P3UC113 ,3 ,12.47 ,300.00 ,P3UHS19_1247 ,P3UHS19_1247 -> P3UDT25232 ,
P3UDT27499 ,P3UC114 ,3 ,12.47 ,300.00 ,P3UHS20_1247 ,P3UHS20_1247 -> P3UDT25015 ,
P3UDT31228 ,P3UC115 ,3 ,12.47 ,300.00 ,P3UHS20_1247 ,P3UHS20_1247 -> P3UDT30735 ,
P3UDT1137  ,P3UC116 ,3 ,12.47 ,300.00 ,P3UHS20_1247 ,P3UHS20_1247 -> P3UDT15957 ,
P3UDT2585  ,P3UC117 ,3 ,12.47 ,300.00 ,P3UHS20_1247 ,P3UHS20_1247 -> P3UDT15957 ,
P3UDT15128 ,P3UC118 ,3 ,12.47 ,450.00 ,P3UHS20_1247 ,P3UHS20_1247 -> P3UDT30735 ,
P3UDT19743 ,P3UC119 ,3 ,12.47 ,300.00 ,P3UHS21_1247 ,P3UHS21_1247 -> P3UDT5899  ,
P3UDT18478 ,P3UC120 ,3 ,12.47 ,450.00 ,P3UHS21_1247 ,P3UHS21_1247 -> P3UDT5899  ,
P3UDT24018 ,P3UC121 ,3 ,12.47 ,450.00 ,P3UHS21_1247 ,P3UHS21_1247 -> P3UDT8885  ,
P3UDT7299  ,P3UC122 ,3 ,12.47 ,300.00 ,P3UHS22_1247 ,P3UHS22_1247 -> P3UDT14640 ,
P3UDT9588  ,P3UC123 ,3 ,12.47 ,300.00 ,P3UHS22_1247 ,P3UHS22_1247 -> P3UDT14640 ,
P3UDT19777 ,P3UC124 ,3 ,12.47 ,300.00 ,P3UHS22_1247 ,P3UHS22_1247 -> P3UDT29621 ,
P3UDT3043  ,P3UC125 ,3 ,12.47 ,450.00 ,P3UHS23_1247 ,P3UHS23_1247 -> P3UDT10896 ,
P3UDT10838 ,P3UC126 ,3 ,12.47 ,300.00 ,P3UHS23_1247 ,P3UHS23_1247 -> P3UDT10896 ,
P3UDT1280  ,P3UC127 ,3 ,12.47 ,450.00 ,P3UHS23_1247 ,P3UHS23_1247 -> P3UDT18382 ,
P3UDT24191 ,P3UC128 ,3 ,12.47 ,450.00 ,P3UHS23_1247 ,P3UHS23_1247 -> P3UDT18382 ,
P3UDT29750 ,P3UC129 ,3 ,12.47 ,300.00 ,P3UHS23_1247 ,P3UHS23_1247 -> P3UDT6423  ,
P3UDT2266  ,P3UC130 ,3 ,12.47 ,450.00 ,P3UHS24_1247 ,P3UHS24_1247 -> P3UDT10352 ,
P3UDT24621 ,P3UC131 ,3 ,12.47 ,450.00 ,P3UHS24_1247 ,P3UHS24_1247 -> P3UDT28157 ,
P3UDT30649 ,P3UC132 ,3 ,12.47 ,300.00 ,P3UHS24_1247 ,P3UHS24_1247 -> P3UDT7003  ,
P3UDT30188 ,P3UC133 ,3 ,12.47 ,300.00 ,P3UHS24_1247 ,P3UHS24_1247 -> P3UDT28157 ,
P3UDT22154 ,P3UC134 ,3 ,12.47 ,300.00 ,P3UHS24_1247 ,P3UHS24_1247 -> P3UDT10352 ,
P3UDT18390 ,P3UC135 ,3 ,12.47 ,450.00 ,P3UHS25_1247 ,P3UHS25_1247 -> P3UDT13676 ,
P3UDT1601  ,P3UC136 ,3 ,12.47 ,450.00 ,P3UHS25_1247 ,P3UHS25_1247 -> P3UDT13676 ,
P3UDT22692 ,P3UC137 ,3 ,12.47 ,450.00 ,P3UHS26_1247 ,P3UHS26_1247 -> P3UDT15759 ,
P3UDT28959 ,P3UC138 ,3 ,12.47 ,450.00 ,P3UHS26_1247 ,P3UHS26_1247 -> P3UDT26126 ,
P3UDT21898 ,P3UC139 ,3 ,12.47 ,450.00 ,P3UHS26_1247 ,P3UHS26_1247 -> P3UDT26126 ,
P3UDT20018 ,P3UC140 ,3 ,12.47 ,300.00 ,P3UHS27_1247 ,P3UHS27_1247 -> P3UDT14575 ,
P3UDT8795  ,P3UC141 ,3 ,12.47 ,300.00 ,P3UHS27_1247 ,P3UHS27_1247 -> P3UDT14575 ,
P3UDT858   ,P3UC142 ,3 ,12.47 ,300.00 ,P3UHS28_1247 ,P3UHS28_1247 -> P3UDT23967 ,
P3UDT17315 ,P3UC143 ,3 ,12.47 ,300.00 ,P3UHS28_1247 ,P3UHS28_1247 -> P3UDT23967 ,
