Substation Feeder Num._Cons._LV Num._Cons._MV Num._Dist._Transf. Size_Dist._Transf._(kVA) Num._Capac. Num._Volt._Reg. Len_LV Len_MV Len_MV_1P Len_MV_2P Len_MV_3P Avg_Year Avg_Land_value_(USD/km2) Rural_(%) Urban_(%) Residential_(%) Commercial_(%) Industrial_(%) County Config_subest
P5UHS12_1247 P5UHS12_1247->P5UDT26455 1675 0 318 13325 1 0 17.2793 20.4294 14.1232 0 6.30612 1991 4196.02 0 100 97.5522 1.85075 0.597015 Travis delta-wye
P5UHS13_1247 P5UHS13_1247->P5UDT27754 3404 1 704 32125 2 0 42.2156 42.171 25.4292 0 16.7418 1969 3872.64 0 100 97.5037 1.87959 0.61674 Travis delta-wye
P5UHS14_1247 P5UHS14_1247->P5UDT12053 3112 1 554 35900 2 0 31.6442 31.2822 15.3718 0 15.9105 1965 4689.49 0 100 96.4986 3.21234 0.28911 Travis delta-wye
P5UHS14_1247 P5UHS14_1247->P5UDT30754 2530 1 311 19000 1 0 15.5499 16.8318 5.87395 0 10.9578 1970 24058.8 0 100 98.0245 1.81746 0.15804 Travis delta-wye
P5UHS15_1247 P5UHS15_1247->P5UDT17500 3404 2 454 36825 2 0 18.9481 28.1561 7.19224 0 20.9639 1978 9865.91 0 100 97.0934 2.55432 0.352319 Travis delta-wye
P5UHS15_1247 P5UHS15_1247->P5UDT31571 4356 2 626 33385 1 0 34.6369 41.3491 19.9603 0 21.3887 1982 9965.39 0 100 99.0821 0.596604 0.321248 Travis delta-wye
P5UHS16_1247 P5UHS16_1247->P5UDT385 3495 0 652 31325 2 0 52.8185 33.2442 21.396 0 11.8481 1967 5086.16 0 100 97.4821 2.14592 0.37196 Travis delta-wye
P5UHS16_1247 P5UHS16_1247->P5UDT746 3140 1 590 28650 1 0 41.0047 35.6246 19.9052 0 15.7195 1971 24984.7 0 100 94.4922 2.54696 2.96084 Travis delta-wye
P5UHS17_1247 P5UHS17_1247->P5UDT16311 1156 0 179 14325 0 0 9.02241 10.9999 3.17393 0 7.82598 1975 11616.3 0 100 91.5225 6.05536 2.42215 Travis delta-wye
P5UHS17_1247 P5UHS17_1247->P5UDT20156 3386 0 638 36350 2 0 51.0507 31.8838 17.7387 0 14.145 1960 2800.64 0 100 95.7472 3.30774 0.945068 Travis delta-wye
P5UHS17_1247 P5UHS17_1247->P5UDT28507 2861 3 457 33975 4 0 29.6221 29.6483 12.9258 0 16.7225 1968 3291.75 0 100 94.5531 4.0852 1.36173 Travis delta-wye
P5UHS17_1247 P5UHS17_1247->P5UDT8754 1335 0 229 22175 0 0 11.2545 18.0817 3.85862 0 14.2231 1974 3447.81 0 100 91.4607 5.01873 3.5206 Travis delta-wye
P5UHS18_1247 P5UHS18_1247->P5UDT13853 1745 0 425 32075 2 0 26.791 25.5964 9.40443 0 16.1919 1957 13725.3 0 100 86.7049 11.7479 1.54728 Travis delta-wye
P5UHS18_1247 P5UHS18_1247->P5UDT29300 3189 1 553 32850 2 0 40.044 27.4197 13.3523 0 14.0674 1963 4865.63 0 100 95.1097 3.9185 0.971787 Travis delta-wye
P5UHS18_1247 P5UHS18_1247->P5UDT9682 2656 0 570 30800 1 0 37.1539 27.4647 14.8503 0 12.6144 1964 6440.88 0 100 92.6205 4.85693 2.52259 Travis delta-wye
P5UHS19_1247 P5UHS19_1247->P5UDT17094 1106 1 247 10525 1 0 16.3686 14.4409 9.83222 0 4.60866 1956 2235.87 0 100 97.6513 1.62602 0.722674 Travis delta-wye
P5UHS19_1247 P5UHS19_1247->P5UDT22111 1282 2 186 13650 2 0 10.1601 12.3007 4.29717 0 8.00354 1955 29821.2 0 100 97.1963 2.57009 0.233645 Travis delta-wye
P5UHS19_1247 P5UHS19_1247->P5UDT30268 3354 0 509 33125 1 0 35.0252 31.8227 13.9804 0 17.8423 1964 6159.49 0 100 96.5116 2.08706 1.40131 Travis delta-wye
P5UHS19_1247 P5UHS19_1247->P5UDT8885 2429 2 424 32050 2 0 25.6019 30.0179 11.0281 0 18.9898 1966 3364.9 0 100 93.1304 5.22419 1.64541 Travis delta-wye
P5UHS1_1247 P5UHS1_1247->P5UDT4629 388 772 162 27750 4 0 5.73455 11.551 1.0833 0 10.4677 1990 11586.2 0 100 79.9138 16.4655 3.62069 Travis delta-wye
P5UHS1_1247 P5UHS1_1247->P5UDT4788 2045 757 95 15625 1 0 4.24289 8.87967 1.27827 0 7.6014 2002 22305.7 0 100 95.0393 4.42541 0.535332 Travis delta-wye
P5UHS1_1247 P5UHS1_1247->P5UDT6125 2006 7 200 22075 1 0 8.16373 11.7463 2.05698 0 9.68927 1971 9323.76 0 100 90.1639 8.54446 1.2916 Travis delta-wye
P5UHS1_1247 P5UHS1_1247->P5UDT6240 151 1 70 7825 0 0 2.53384 3.51161 0.391852 0 3.11976 1948 6407.15 0 100 32.8947 59.8684 7.23684 Travis delta-wye
P5UHS20_1247 P5UHS20_1247->P5UDT22271 908 0 173 10625 1 0 11.4197 13.6962 6.48832 0 7.20786 1971 17594.9 0 100 92.4009 2.09251 5.50661 Travis delta-wye
P5UHS20_1247 P5UHS20_1247->P5UDT30630 2250 1 478 23025 2 0 25.6624 32.2335 16.9915 0 15.242 1969 10737.8 0 100 91.737 3.33185 4.93114 Travis delta-wye
P5UHS21_1247 P5UHS21_1247->P5UDT24017 2487 0 403 25575 2 0 24.2776 21.9028 8.57772 0 13.3251 1973 6923.71 0 100 94.9337 3.29715 1.7692 Travis delta-wye
P5UHS21_1247 P5UHS21_1247->P5UDT26112 2025 1 344 19875 1 0 21.9155 17.9965 7.97727 0 10.0192 1968 5327.16 0 100 95.4097 2.61599 1.97433 Travis delta-wye
P5UHS21_1247 P5UHS21_1247->P5UDT27230 2086 1 265 17225 1 0 15.0892 16.7445 4.04425 0 12.7002 1977 22228.8 0 100 94.9209 1.77288 3.30618 Travis delta-wye
P5UHS21_1247 P5UHS21_1247->P5UDT30121 3414 1 504 33200 2 0 27.3727 28.9074 7.52882 0 21.3786 1972 7020.34 0 100 93.6457 2.40117 3.95315 Travis delta-wye
P5UHS22_1247 P5UHS22_1247->P5UDT12342 1459 1 277 14475 0 0 19.7045 13.5157 8.52282 0 4.99284 1966 5690.37 0 100 98.6986 1.16438 0.136986 Travis delta-wye
P5UHS22_1247 P5UHS22_1247->P5UDT12343 1816 0 319 18575 1 0 24.0917 16.1969 10.1145 0 6.08243 1960 1772.49 0 100 97.2467 2.14758 0.605727 Travis delta-wye
P5UHS22_1247 P5UHS22_1247->P5UDT18713 3271 1 435 32700 3 0 21.4347 27.9845 8.22412 0 19.7604 1970 8570.14 0 100 95.6296 3.20905 1.16137 Travis delta-wye
P5UHS22_1247 P5UHS22_1247->P5UDT24944 2367 0 357 25550 2 0 19.28 25.914 10.1724 0 15.7416 1975 6033.11 0 100 95.9442 3.04183 1.01394 Travis delta-wye
P5UHS23_1247 P5UHS23_1247->P5UDT18043 437 3 149 31950 2 0 5.50718 18.8503 2.04603 0 16.8042 1977 2299.23 0 100 69.7727 12.7273 17.5 Travis delta-wye
P5UHS23_1247 P5UHS23_1247->P5UDT23560 2269 1 326 28950 3 0 18.0423 24.4482 7.70593 0 16.7422 1987 6847.44 0 100 93.5242 1.80617 4.6696 Travis delta-wye
P5UHS23_1247 P5UHS23_1247->P5UDT27071 3 0 3 475 0 0 0.0374316 0.5403 0 0 0.5403 1999 3384.35 0 100 0 0 100 Travis delta-wye
P5UHS24_1247 P5UHS24_1247->P5UDT16214 1150 0 178 10900 1 0 10.1475 16.3129 6.76726 0 9.54564 1995 10501.6 0 100 96.6957 2.34783 0.956522 Travis delta-wye
P5UHS24_1247 P5UHS24_1247->P5UDT18206 2810 1 597 24500 2 0 27.546 41.8789 25.595 0 16.2839 1992 8468.49 0 100 97.0829 0.924938 1.99217 Travis delta-wye
P5UHS24_1247 P5UHS24_1247->P5UDT29597 2986 0 539 19625 2 0 30.6446 36.9612 27.4973 0 9.4639 1992 4122.48 0 100 99.5646 0.133958 0.301407 Travis delta-wye
P5UHS25_1247 P5UHS25_1247->P5UDT11223 51 0 40 4325 0 0 1.58784 7.13287 5.35184 0 1.78103 1974 18014.9 0 100 0 58.8235 41.1765 Travis delta-wye
P5UHS25_1247 P5UHS25_1247->P5UDT26874 669 1 126 7950 0 0 8.04924 7.54402 4.80539 0 2.73863 1972 12686.8 0 100 97.9104 2.08955 0 Travis delta-wye
P5UHS25_1247 P5UHS25_1247->P5UDT31077 1748 1 445 18375 3 0 21.7208 25.5469 15.2531 0 10.2938 1978 6583.77 0 100 98.1132 1.71527 0.171527 Travis delta-wye
P5UHS25_1247 P5UHS25_1247->P5UDT33477 1056 1 221 14175 3 0 12.0702 15.4186 6.61873 0 8.79991 1990 3792.33 0 100 95.5535 4.06812 0.37843 Travis delta-wye
P5UHS26_1247 P5UHS26_1247->P5UDT12371 2780 0 625 33550 2 0 47.0464 37.6926 18.9139 0 18.7787 1965 6529.22 0 100 90.2878 4.64029 5.07194 Travis delta-wye
P5UHS26_1247 P5UHS26_1247->P5UDT22654 3507 1 632 36600 1 0 44.348 46.2821 26.6898 0 19.5923 1981 4318.22 0 100 95.325 3.22121 1.45382 Travis delta-wye
P5UHS27_1247 P5UHS27_1247->P5UDT16841 1376 0 269 13350 1 0 13.182 23.8783 15.0101 0 8.86815 1997 5907.96 0 100 98.5465 1.09012 0.363372 Travis delta-wye
P5UHS27_1247 P5UHS27_1247->P5UDT21906 568 0 124 3925 0 0 6.24348 14.2217 7.94034 0 6.28135 2000 3553.15 0 100 99.2958 0 0.704225 Travis delta-wye
P5UHS27_1247 P5UHS27_1247->P5UDT23432 4218 0 647 33335 5 0 41.9258 41.7027 24.6383 0 17.0644 1990 8961.55 0 100 99.2176 0.331911 0.45045 Travis delta-wye
P5UHS27_1247 P5UHS27_1247->P5UDT26583 19 0 14 7750 0 0 0.295565 6.65773 0 0 6.65773 1990 21333.5 0 100 0 100 0 Travis delta-wye
P5UHS28_1247 P5UHS28_1247->P5UDT12928 3858 1 593 36825 3 0 32.7645 39.8679 18.9706 0 20.8973 1981 8071.56 0 100 97.0459 2.61726 0.336875 Travis delta-wye
P5UHS28_1247 P5UHS28_1247->P5UDT30878 1178 0 213 9775 0 0 12.3139 14.2922 7.34486 0 6.94738 1984 2233.86 0 100 98.8115 0.594228 0.594228 Travis delta-wye
P5UHS28_1247 P5UHS28_1247->P5UDT31165 2183 0 383 18725 0 0 23.9813 19.2534 13.0065 0 6.24684 1972 2402.75 0 100 99.3587 0.641319 0 Travis delta-wye
P5UHS28_1247 P5UHS28_1247->P5UDT9102 3876 0 624 32175 3 0 33.8446 29.6557 15.1261 0 14.5296 1982 5194.52 0 100 99.0712 0.928793 0 Travis delta-wye
P5UHS29_1247 P5UHS29_1247->P5UDT20500 1047 1 250 22375 0 0 15.1125 18.5533 5.1358 0 13.4175 1967 3884.36 0 100 87.4046 6.48855 6.10687 Travis delta-wye
P5UHS29_1247 P5UHS29_1247->P5UDT31103 2666 0 460 30800 3 0 32.3285 25.7266 10.8938 0 14.8328 1963 4263.98 0 100 93.961 3.75094 2.28807 Travis delta-wye
P5UHS2_1247 P5UHS2_1247->P5UDT2335 2652 2 397 25800 2 0 24.8564 20.7882 10.2506 0 10.5376 1967 17589 0 100 92.0497 5.87792 2.07234 Travis delta-wye
P5UHS2_1247 P5UHS2_1247->P5UDT6874 3787 0 726 36325 1 0 46.192 33.4358 15.9066 0 17.5291 1954 6077.04 0 100 95.3261 4.17217 0.501716 Travis delta-wye
P5UHS30_1247 P5UHS30_1247->P5UDT30417 3355 0 634 38050 3 0 45.7506 37.1789 19.0609 0 18.118 1966 4281.1 0 100 96.6319 2.8614 0.506706 Travis delta-wye
P5UHS30_1247 P5UHS30_1247->P5UDT32093 1724 0 286 13800 0 0 19.314 12.9727 8.04252 0 4.93023 1967 2024.67 0 100 98.0858 1.74014 0.174014 Travis delta-wye
P5UHS3_1247 P5UHS3_1247->P5UDT2480 298 6 22 5250 0 0 0.792322 1.34417 0.120563 0 1.22361 1959 36237.8 0 100 84.2105 14.8026 0.986842 Travis delta-wye
P5UHS3_1247 P5UHS3_1247->P5UDT2481 2590 6 376 31200 1 0 21.129 26.5403 11.0664 0 15.474 1978 10215.2 0 100 85.7473 10.7858 3.46687 Travis delta-wye
P5UHS3_1247 P5UHS3_1247->P5UDT6002 719 8 97 14000 3 0 4.84952 8.04207 2.94981 0 5.09226 1993 19253 0 100 90.3714 7.15268 2.47593 Travis delta-wye
P5UHS3_1247 P5UHS3_1247->P5UDT6366 146 5 76 19800 1 0 3.23357 5.91726 0.341872 0 5.57539 1944 12744.4 0 100 11.9205 60.9272 27.1523 Travis delta-wye
P5UHS3_1247 P5UHS3_1247->P5UDT7358 540 1361 42 11850 1 0 1.84672 3.97254 0.293128 0 3.67941 1977 27391.3 0 100 96.4755 3.20884 0.315623 Travis delta-wye
P5UHS3_1247 P5UHS3_1247->P5UDT7453 583 1981 36 11900 3 0 1.4236 4.43059 0.600306 0 3.83028 2006 22937.5 0 100 96.8019 2.88612 0.312012 Travis delta-wye
P5UHS4_1247 P5UHS4_1247->P5UDT2507 2312 5 411 25925 4 0 32.4699 24.7733 12.3004 0 12.4729 1961 5501.43 0 100 94.0872 5.00647 0.906344 Travis delta-wye
P5UHS4_1247 P5UHS4_1247->P5UDT4324 2621 1 442 24600 1 0 26.4662 26.1675 12.4974 0 13.6701 1952 5705.75 0 100 96.9489 1.67811 1.373 Travis delta-wye
P5UHS4_1247 P5UHS4_1247->P5UDT7236 1017 5 71 11725 0 0 3.54378 6.65905 1.63898 0 5.02006 1969 7339.14 0 100 94.0313 4.79452 1.17417 Travis delta-wye
P5UHS5_1247 P5UHS5_1247->P5UDT2369 3746 0 541 30300 1 0 38.1425 29.0202 16.344 0 12.6761 1978 6368.3 0 100 95.5419 2.88308 1.57501 Travis delta-wye
P5UHS5_1247 P5UHS5_1247->P5UDT3577 2530 5 345 22800 2 0 25.611 22.101 11.4284 0 10.6726 1981 13136.2 0 100 94.1617 4.57594 1.26233 Travis delta-wye
P5UHS5_1247 P5UHS5_1247->P5UDT4497 2318 2 422 30150 2 0 26.5806 26.5758 13.1101 0 13.4657 1969 9455.66 0 100 90.8621 7.28448 1.85345 Travis delta-wye
P5UHS5_1247 P5UHS5_1247->P5UDT4880 2040 0 294 26650 1 0 18.234 16.3005 7.19846 0 9.10206 1976 82242.4 0 100 92.3039 7.05882 0.637255 Travis delta-wye
P5UHS6_1247 P5UHS6_1247->P5UDT3745 3222 0 468 36250 1 0 25.5203 27.6922 8.70673 0 18.9854 1967 9293.55 0 100 93.4513 5.24519 1.30354 Travis delta-wye
P5UHS6_1247 P5UHS6_1247->P5UDT7214 6796 2 277 31275 1 0 12.0191 18.3687 4.23373 0 14.1349 1992 10884.6 0 100 98.6467 1.2945 0.0588408 Travis delta-wye
P5UHS6_1247 P5UHS6_1247->P5UDT8728 956 7 134 22750 3 0 4.1037 12.7008 1.02845 0 11.6724 1980 20282.4 0 100 81.8276 5.08827 13.0841 Travis delta-wye
P5UHS7_1247 P5UHS7_1247->P5UDT1899 1753 2 486 30000 3 0 35.7606 35.3964 15.3826 0 20.0138 1966 4024.2 0 100 80.2279 8.94587 10.8262 Travis delta-wye
P5UHS7_1247 P5UHS7_1247->P5UDT2039 2878 2 624 39300 1 0 41.9432 41.9718 20.9402 0 21.0317 1973 12189.3 0 100 86.7014 9.09722 4.20139 Travis delta-wye
P5UHS7_1247 P5UHS7_1247->P5UDT2290 1138 1 290 14825 1 0 21.5873 18.5439 11.6163 0 6.92757 1949 7464.83 0 100 88.2353 10.1844 1.58033 Travis delta-wye
P5UHS8_1247 P5UHS8_1247->P5UDT24709 2360 3 355 37600 2 0 20.6598 26.8409 7.23003 0 19.6109 1979 8938.17 0 100 95.0487 4.27423 0.677105 Travis delta-wye
P5UHS8_1247 P5UHS8_1247->P5UDT31669 2555 2 418 29900 2 0 27.1208 23.3956 7.14159 0 16.254 1969 3374.09 0 100 95.2288 3.36332 1.4079 Travis delta-wye
P5UHS8_1247 P5UHS8_1247->P5UDT8308 1628 0 266 21200 1 0 14.1766 17.4019 5.6677 0 11.7342 1974 5422.68 0 100 95.8845 3.1941 0.921376 Travis delta-wye
P5UHS9_1247 P5UHS9_1247->P5UDT20856 4157 0 530 35325 3 0 28.8794 33.3173 13.4329 0 19.8844 1970 13236.9 0 100 98.0034 1.73202 0.264614 Travis delta-wye
P5UHS9_1247 P5UHS9_1247->P5UDT22915 6085 1 515 35400 2 0 14.2924 35.8023 7.51706 0 28.2852 1987 32377.4 0 100 99.2935 0.509366 0.197174 Travis delta-wye
P5UHS9_1247 P5UHS9_1247->P5UDT24963 1760 0 95 9800 0 0 3.17601 9.93282 1.08829 0 8.84453 1990 19672 0 100 98.2386 1.53409 0.227273 Travis delta-wye
