Node,Code,Phases,NomV_kV,Size_kVAr,Subest,Feeder,
P4UDT4687  ,P4UC15  ,3 ,12.47 ,300.00 ,P4UHS2_1247  ,P4UHS2_1247 -> P4UDT15941  ,
P4UDT22285 ,P4UC16  ,3 ,12.47 ,300.00 ,P4UHS2_1247  ,P4UHS2_1247 -> P4UDT19679  ,
P4UDT2923  ,P4UC17  ,3 ,12.47 ,300.00 ,P4UHS2_1247  ,P4UHS2_1247 -> P4UDT22231  ,
P4UDT7605  ,P4UC18  ,3 ,12.47 ,300.00 ,P4UHS2_1247  ,P4UHS2_1247 -> P4UDT22231  ,
P4UDT3666  ,P4UC19  ,3 ,12.47 ,300.00 ,P4UHS2_1247  ,P4UHS2_1247 -> P4UDT19679  ,
P4UDT21002 ,P4UC20  ,3 ,12.47 ,300.00 ,P4UHS3_1247  ,P4UHS3_1247 -> P4UDT17537  ,
P4UDT12420 ,P4UC21  ,3 ,12.47 ,300.00 ,P4UHS3_1247  ,P4UHS3_1247 -> P4UDT16430  ,
P4UDT13368 ,P4UC22  ,3 ,12.47 ,300.00 ,P4UHS3_1247  ,P4UHS3_1247 -> P4UDT2390   ,
P4UDT20104 ,P4UC23  ,3 ,12.47 ,300.00 ,P4UHS3_1247  ,P4UHS3_1247 -> P4UDT13996  ,
P4UDT4231  ,P4UC24  ,3 ,12.47 ,300.00 ,P4UHS3_1247  ,P4UHS3_1247 -> P4UDT17537  ,
P4UDT18434 ,P4UC25  ,3 ,12.47 ,300.00 ,P4UHS3_1247  ,P4UHS3_1247 -> P4UDT13996  ,
P4UDT19613 ,P4UC26  ,3 ,12.47 ,300.00 ,P4UHS3_1247  ,P4UHS3_1247 -> P4UDT16430  ,
P4UDT17903 ,P4UC27  ,3 ,12.47 ,600.00 ,P4UHS3_1247  ,P4UHS3_1247 -> P4UDT17903  ,
P4UDT2781  ,P4UC28  ,3 ,12.47 ,300.00 ,P4UHS4_1247  ,P4UHS4_1247 -> P4UDT19484  ,
P4UDT2779  ,P4UC29  ,3 ,12.47 ,300.00 ,P4UHS4_1247  ,P4UHS4_1247 -> P4UDT5981   ,
P4UDT516   ,P4UC30  ,3 ,12.47 ,300.00 ,P4UHS4_1247  ,P4UHS4_1247 -> P4UDT8999   ,
P4UDT1251  ,P4UC31  ,3 ,12.47 ,300.00 ,P4UHS4_1247  ,P4UHS4_1247 -> P4UDT17398  ,
P4UDT5663  ,P4UC32  ,3 ,12.47 ,300.00 ,P4UHS4_1247  ,P4UHS4_1247 -> P4UDT5981   ,
P4UDT18990 ,P4UC33  ,3 ,12.47 ,300.00 ,P4UHS4_1247  ,P4UHS4_1247 -> P4UDT19484  ,
P4UDT9514  ,P4UC34  ,3 ,12.47 ,300.00 ,P4UHS5_1247  ,P4UHS5_1247 -> P4UDT10630  ,
P4UDT18656 ,P4UC35  ,3 ,12.47 ,300.00 ,P4UHS5_1247  ,P4UHS5_1247 -> P4UDT20411  ,
P4UDT9516  ,P4UC36  ,3 ,12.47 ,300.00 ,P4UHS5_1247  ,P4UHS5_1247 -> P4UDT3570   ,
P4UDT21450 ,P4UC37  ,3 ,12.47 ,450.00 ,P4UHS5_1247  ,P4UHS5_1247 -> P4UDT15124  ,
P4UDT9811  ,P4UC38  ,3 ,12.47 ,300.00 ,P4UHS5_1247  ,P4UHS5_1247 -> P4UDT10630  ,
P4UDT1365  ,P4UC39  ,3 ,12.47 ,300.00 ,P4UHS5_1247  ,P4UHS5_1247 -> P4UDT20411  ,
P4UDT16816 ,P4UC40  ,3 ,12.47 ,300.00 ,P4UHS6_1247  ,P4UHS6_1247 -> P4UDT18805  ,
P4UDT17553 ,P4UC41  ,3 ,12.47 ,300.00 ,P4UHS6_1247  ,P4UHS6_1247 -> P4UDT1281   ,
P4UDT22173 ,P4UC42  ,3 ,12.47 ,300.00 ,P4UHS6_1247  ,P4UHS6_1247 -> P4UDT1281   ,
P4UDT1293  ,P4UC43  ,3 ,12.47 ,300.00 ,P4UHS6_1247  ,P4UHS6_1247 -> P4UDT18805  ,
P4UDT11168 ,P4UC44  ,3 ,12.47 ,300.00 ,P4UHS6_1247  ,P4UHS6_1247 -> P4UDT22626  ,
P4UDT9711  ,P4UC45  ,3 ,12.47 ,300.00 ,P4UHS7_1247  ,P4UHS7_1247 -> P4UDT5694   ,
P4UDT19871 ,P4UC46  ,3 ,12.47 ,300.00 ,P4UHS7_1247  ,P4UHS7_1247 -> P4UDT5694   ,
P4UDT23371 ,P4UC47  ,3 ,12.47 ,300.00 ,P4UHS7_1247  ,P4UHS7_1247 -> P4UDT10974  ,
P4UDT2052  ,P4UC48  ,3 ,12.47 ,300.00 ,P4UHS7_1247  ,P4UHS7_1247 -> P4UDT8751   ,
P4UDT3263  ,P4UC49  ,3 ,12.47 ,300.00 ,P4UHS7_1247  ,P4UHS7_1247 -> P4UDT22221  ,
P4UDT8188  ,P4UC50  ,3 ,12.47 ,300.00 ,P4UHS7_1247  ,P4UHS7_1247 -> P4UDT10974  ,
P4UDT10374 ,P4UC51  ,3 ,12.47 ,450.00 ,P4UHS8_1247  ,P4UHS8_1247 -> P4UDT1728   ,
P4UDT3589  ,P4UC52  ,3 ,12.47 ,450.00 ,P4UHS8_1247  ,P4UHS8_1247 -> P4UDT14683  ,
P4UDT506   ,P4UC53  ,3 ,12.47 ,300.00 ,P4UHS8_1247  ,P4UHS8_1247 -> P4UDT14683  ,
P4UDT3474  ,P4UC54  ,3 ,12.47 ,450.00 ,P4UHS9_1247  ,P4UHS9_1247 -> P4UDT6157   ,
P4UDT15427 ,P4UC55  ,3 ,12.47 ,300.00 ,P4UHS9_1247  ,P4UHS9_1247 -> P4UDT18569  ,
P4UDT11597 ,P4UC56  ,3 ,12.47 ,300.00 ,P4UHS9_1247  ,P4UHS9_1247 -> P4UDT18371  ,
P4UDT13075 ,P4UC57  ,3 ,12.47 ,300.00 ,P4UHS9_1247  ,P4UHS9_1247 -> P4UDT6157   ,
P4UDT17850 ,P4UC58  ,3 ,12.47 ,300.00 ,P4UHS9_1247  ,P4UHS9_1247 -> P4UDT18569  ,
P4UDT12199 ,P4UC59  ,3 ,12.47 ,300.00 ,P4UHS9_1247  ,P4UHS9_1247 -> P4UDT20209  ,
P4UDT1751  ,P4UC60  ,3 ,12.47 ,450.00 ,P4UHS10_1247 ,P4UHS10_1247 -> P4UDT21933 ,
P4UDT4732  ,P4UC61  ,3 ,12.47 ,300.00 ,P4UHS10_1247 ,P4UHS10_1247 -> P4UDT11491 ,
P4UDT11481 ,P4UC62  ,3 ,12.47 ,300.00 ,P4UHS10_1247 ,P4UHS10_1247 -> P4UDT21933 ,
P4UDT4729  ,P4UC63  ,3 ,12.47 ,300.00 ,P4UHS10_1247 ,P4UHS10_1247 -> P4UDT12947 ,
P4UDT21065 ,P4UC64  ,3 ,12.47 ,300.00 ,P4UHS10_1247 ,P4UHS10_1247 -> P4UDT11491 ,
P4UDT23507 ,P4UC65  ,3 ,12.47 ,300.00 ,P4UHS10_1247 ,P4UHS10_1247 -> P4UDT14276 ,
P4UDT19961 ,P4UC66  ,3 ,12.47 ,300.00 ,P4UHS10_1247 ,P4UHS10_1247 -> P4UDT21933 ,
P4UDT9881  ,P4UC67  ,3 ,12.47 ,300.00 ,P4UHS10_1247 ,P4UHS10_1247 -> P4UDT11491 ,
P4UDT108   ,P4UC68  ,3 ,12.47 ,300.00 ,P4UHS11_1247 ,P4UHS11_1247 -> P4UDT10412 ,
P4UDT21160 ,P4UC69  ,3 ,12.47 ,300.00 ,P4UHS11_1247 ,P4UHS11_1247 -> P4UDT10412 ,
P4UDT10659 ,P4UC70  ,3 ,12.47 ,300.00 ,P4UHS11_1247 ,P4UHS11_1247 -> P4UDT9291  ,
P4UDT20593 ,P4UC71  ,3 ,12.47 ,600.00 ,P4UHS11_1247 ,P4UHS11_1247 -> P4UDT20593 ,
P4UDT7866  ,P4UC72  ,3 ,12.47 ,300.00 ,P4UHS11_1247 ,P4UHS11_1247 -> P4UDT9291  ,
P4UDT4661  ,P4UC73  ,3 ,12.47 ,300.00 ,P4UHS11_1247 ,P4UHS11_1247 -> P4UDT10412 ,
P4UDT7933  ,P4UC74  ,3 ,12.47 ,300.00 ,P4UHS12_1247 ,P4UHS12_1247 -> P4UDT22081 ,
P4UDT2571  ,P4UC75  ,3 ,12.47 ,300.00 ,P4UHS12_1247 ,P4UHS12_1247 -> P4UDT5377  ,
P4UDT12021 ,P4UC76  ,3 ,12.47 ,300.00 ,P4UHS12_1247 ,P4UHS12_1247 -> P4UDT20601 ,
P4UDT15177 ,P4UC77  ,3 ,12.47 ,300.00 ,P4UHS12_1247 ,P4UHS12_1247 -> P4UDT22081 ,
P4UDT983   ,P4UC78  ,3 ,12.47 ,300.00 ,P4UHS12_1247 ,P4UHS12_1247 -> P4UDT5377  ,
P4UDT4751  ,P4UC79  ,3 ,12.47 ,450.00 ,P4UHS13_1247 ,P4UHS13_1247 -> P4UDT1395  ,
P4UDT9935  ,P4UC80  ,3 ,12.47 ,450.00 ,P4UHS13_1247 ,P4UHS13_1247 -> P4UDT23237 ,
P4UDT15164 ,P4UC81  ,3 ,12.47 ,300.00 ,P4UHS13_1247 ,P4UHS13_1247 -> P4UDT23237 ,
P4UMV3     ,P4UC82  ,3 ,12.47 ,300.00 ,P4UHS14_1247 ,P4UHS14_1247 -> P4UDT9634  ,
P4UDT9637  ,P4UC83  ,3 ,12.47 ,300.00 ,P4UHS14_1247 ,P4UHS14_1247 -> P4UDT9634  ,
P4UDT1078  ,P4UC84  ,3 ,12.47 ,300.00 ,P4UHS14_1247 ,P4UHS14_1247 -> P4UDT9634  ,
P4UDT16541 ,P4UC85  ,3 ,12.47 ,450.00 ,P4UHS15_1247 ,P4UHS15_1247 -> P4UDT11307 ,
P4UDT7967  ,P4UC86  ,3 ,12.47 ,300.00 ,P4UHS15_1247 ,P4UHS15_1247 -> P4UDT11307 ,
P4UDT16354 ,P4UC87  ,3 ,12.47 ,300.00 ,P4UHS15_1247 ,P4UHS15_1247 -> P4UDT11307 ,
P4UDT7389  ,P4UC88  ,3 ,12.47 ,300.00 ,P4UHS15_1247 ,P4UHS15_1247 -> P4UDT15003 ,
P4UDT6075  ,P4UC89  ,3 ,12.47 ,300.00 ,P4UHS15_1247 ,P4UHS15_1247 -> P4UDT11307 ,
P4UDT22593 ,P4UC90  ,3 ,12.47 ,300.00 ,P4UHS16_1247 ,P4UHS16_1247 -> P4UDT23451 ,
P4UDT13113 ,P4UC91  ,3 ,12.47 ,300.00 ,P4UHS16_1247 ,P4UHS16_1247 -> P4UDT20685 ,
P4UDT19758 ,P4UC92  ,3 ,12.47 ,300.00 ,P4UHS16_1247 ,P4UHS16_1247 -> P4UDT23451 ,
P4UDT19288 ,P4UC93  ,3 ,12.47 ,300.00 ,P4UHS16_1247 ,P4UHS16_1247 -> P4UDT17342 ,
P4UDT6859  ,P4UC94  ,3 ,12.47 ,300.00 ,P4UHS16_1247 ,P4UHS16_1247 -> P4UDT20685 ,
P4UDT23451 ,P4UC95  ,3 ,12.47 ,600.00 ,P4UHS16_1247 ,P4UHS16_1247 -> P4UDT23451 ,
P4UDT20685 ,P4UC96  ,3 ,12.47 ,600.00 ,P4UHS16_1247 ,P4UHS16_1247 -> P4UDT20685 ,
P4UDT6223  ,P4UC97  ,3 ,12.47 ,600.00 ,P4UHS16_1247 ,P4UHS16_1247 -> P4UDT6223  ,
P4UDT21559 ,P4UC98  ,3 ,12.47 ,300.00 ,P4UHS17_1247 ,P4UHS17_1247 -> P4UDT17331 ,
P4UDT2355  ,P4UC99  ,3 ,12.47 ,300.00 ,P4UHS17_1247 ,P4UHS17_1247 -> P4UDT4433  ,
P4UDT16917 ,P4UC100 ,3 ,12.47 ,300.00 ,P4UHS17_1247 ,P4UHS17_1247 -> P4UDT13269 ,
P4UDT13910 ,P4UC101 ,3 ,12.47 ,300.00 ,P4UHS17_1247 ,P4UHS17_1247 -> P4UDT7683  ,
P4UDT7381  ,P4UC102 ,3 ,12.47 ,300.00 ,P4UHS17_1247 ,P4UHS17_1247 -> P4UDT3392  ,
P4UDT23312 ,P4UC103 ,3 ,12.47 ,300.00 ,P4UHS17_1247 ,P4UHS17_1247 -> P4UDT17331 ,
P4UDT15475 ,P4UC104 ,3 ,12.47 ,300.00 ,P4UHS17_1247 ,P4UHS17_1247 -> P4UDT4433  ,
P4UDT12582 ,P4UC105 ,3 ,12.47 ,300.00 ,P4UHS17_1247 ,P4UHS17_1247 -> P4UDT7683  ,
P4UDT4186  ,P4UC106 ,3 ,12.47 ,300.00 ,P4UHS17_1247 ,P4UHS17_1247 -> P4UDT13480 ,
P4UDT16727 ,P4UC107 ,3 ,12.47 ,300.00 ,P4UHS18_1247 ,P4UHS18_1247 -> P4UDT18560 ,
P4UDT8839  ,P4UC108 ,3 ,12.47 ,300.00 ,P4UHS18_1247 ,P4UHS18_1247 -> P4UDT2247  ,
P4UDT10798 ,P4UC109 ,3 ,12.47 ,300.00 ,P4UHS18_1247 ,P4UHS18_1247 -> P4UDT18560 ,
P4UDT13279 ,P4UC110 ,3 ,12.47 ,300.00 ,P4UHS18_1247 ,P4UHS18_1247 -> P4UDT18560 ,
P4UDT15275 ,P4UC111 ,3 ,12.47 ,300.00 ,P4UHS18_1247 ,P4UHS18_1247 -> P4UDT2248  ,
P4UDT17695 ,P4UC112 ,3 ,12.47 ,300.00 ,P4UHS19_1247 ,P4UHS19_1247 -> P4UDT18907 ,
P4UDT1930  ,P4UC113 ,3 ,12.47 ,300.00 ,P4UHS19_1247 ,P4UHS19_1247 -> P4UDT4849  ,
P4UDT13056 ,P4UC114 ,3 ,12.47 ,300.00 ,P4UHS19_1247 ,P4UHS19_1247 -> P4UDT18907 ,
P4UDT11088 ,P4UC115 ,3 ,12.47 ,300.00 ,P4UHS19_1247 ,P4UHS19_1247 -> P4UDT10279 ,
P4UDT309   ,P4UC116 ,3 ,12.47 ,300.00 ,P4UHS19_1247 ,P4UHS19_1247 -> P4UDT22137 ,
P4UDT16936 ,P4UC117 ,3 ,12.47 ,300.00 ,P4UHS19_1247 ,P4UHS19_1247 -> P4UDT10279 ,
P4UDT5853  ,P4UC118 ,3 ,12.47 ,300.00 ,P4UHS19_1247 ,P4UHS19_1247 -> P4UDT4849  ,
P4UDT2292  ,P4UC119 ,3 ,12.47 ,300.00 ,P4UHS19_1247 ,P4UHS19_1247 -> P4UDT4849  ,
P4UDT9434  ,P4UC120 ,3 ,12.47 ,300.00 ,P4UHS20_1247 ,P4UHS20_1247 -> P4UDT13530 ,
P4UDT6191  ,P4UC121 ,3 ,12.47 ,300.00 ,P4UHS20_1247 ,P4UHS20_1247 -> P4UDT13530 ,
P4UDT7724  ,P4UC122 ,3 ,12.47 ,300.00 ,P4UHS20_1247 ,P4UHS20_1247 -> P4UDT1954  ,
P4UDT5186  ,P4UC123 ,3 ,12.47 ,300.00 ,P4UHS20_1247 ,P4UHS20_1247 -> P4UDT1954  ,
P4UDT4838  ,P4UC124 ,3 ,12.47 ,300.00 ,P4UHS20_1247 ,P4UHS20_1247 -> P4UDT13530 ,
P4UDT19738 ,P4UC125 ,3 ,12.47 ,300.00 ,P4UHS20_1247 ,P4UHS20_1247 -> P4UDT1954  ,
P4UDT2711  ,P4UC126 ,3 ,12.47 ,300.00 ,P4UHS20_1247 ,P4UHS20_1247 -> P4UDT13530 ,
P4UDT9177  ,P4UC127 ,3 ,12.47 ,300.00 ,P4UHS20_1247 ,P4UHS20_1247 -> P4UDT8037  ,
P4UDT17303 ,P4UC128 ,3 ,12.47 ,300.00 ,P4UHS20_1247 ,P4UHS20_1247 -> P4UDT1954  ,
